Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:RGT:AMD,RXN:VAR:CAT:AMD,RXN:RCT:AMD,RXN:PRO:AMD
C=CCO[C@@H]1OC[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1O[C@@H]1O[C@@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,C=CCO[C@@H]1OC[C@@H](O)[C@H](OC(C)=O)[C@H]1O[C@@H]1O[C@@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,C=CCO[C@@H]1OC[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1O[C@@H]1O[C@@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1>>C=CCO[C@@H]1OC[C@@H](O)[C@H](OC(C)=O)[C@H]1O[C@@H]1O[C@@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,1000385-31-8,1000385-33-0,31-352-CAS-3617636,1,1,100,,67-63-0,"biotransformation, enzymic, regioselective, Lipase from Candida antartica",Synthesis of a library of allyl α-L-arabinofuranosyl-α- or,"Utille, Jean-Pierre; Jeacomine, Isabelle","Carbohydrate Research (2007), 342(17), 2649-2656",9001-62-1,,,,,
O=[N+]([O-])c1ccc(CBr)cc1,[N-]=[N+]=NCc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(CBr)cc1>>[N-]=[N+]=NCc1ccc([N+](=O)[O-])cc1,100-11-8,17271-88-4,31-043-CAS-22968845,1,2,100,"['26628-22-8', '7732-18-5']",67-68-5,slow addition of sodium azide (stage 1),Synthesis and in vitro Leishmania promastigote growth inhibition efficacy,"Ralph, Greg L.; Zuma, Nonkululeko H.; Aucamp, Janine; N'Da, David D.","Modern Rheumatology (2020), 30(6), 39-58",,,,,,
O=C1CC(=O)NC(=O)N1,CN(C)c1ccc(C=O)cc1.CN(C)c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,O=C1CC(=O)NC(=O)N1>>CN(C)c1ccc(C=O)cc1.CN(C)c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,"['67-52-7', '100-10-7']",1753-47-5,31-331-CAS-3496079,1,1,100,,67-56-1,Knoevenagel condensation,Colorimetric detection of fluoride ion by 5-arylidenebarbituric acids:,"Saravanan, Chinnusamy; Easwaramoorthi, Shanmugam; Wang, Leeyih","Dalton Transactions (2014), 43(13), 5151-5157",,,,,,
CN(C)c1ccc(C=O)cc1,C1=CCC=C1.CN(C)c1ccc(C=C2C=CC=C2)cc1,CN(C)c1ccc(C=O)cc1>>C1=CCC=C1.CN(C)c1ccc(C=C2C=CC=C2)cc1,"['100-10-7', '542-92-7']",2428-22-0,31-333-CAS-10071232,1,1,100,121-44-8,67-56-1,"green chemistry, mol. sieves used, alternative reaction conditions shown,",An efficient catalytic method for fulvene synthesis,"Coskun, Necdet; Erden, Ihsan","Tetrahedron (2011), 67(45), 8607-8614",123-75-1,,,,,
CO,COc1ccc(C(=O)O)cc1.COC(=O)c1ccc(OC)cc1,CO>>COc1ccc(C(=O)O)cc1.COC(=O)c1ccc(OC)cc1,"['67-56-1', '100-09-4']",121-98-2,31-356-CAS-20401682,1,1,100,7664-93-9,,Fisher esterification,"5-Aryl-1,3,4-oxadiazol-2-ylthioalkanoic Acids: A Highly Potent New Class","Kahl, Dylan J.; Hutchings, Kim M.; Lisabeth, Erika Mathes; Haak, Andrew","Journal of Medicinal Chemistry (2019), 62(9), 4350-4369",,,,,,
CO,COc1ccc(C(=O)O)cc1.COC(=O)c1ccc(OC)cc1,CO>>COc1ccc(C(=O)O)cc1.COC(=O)c1ccc(OC)cc1,"['67-56-1', '100-09-4']",121-98-2,31-356-CAS-2095150,1,1,100,,,MeOH also used as solvent,"Synthesis of new S-alkylated-3-mercapto-1,2,4-triazole derivatives","Murty, M. S. R.; Ram, Kesur R.; Rao, Rayudu Venkateswara; Yadav, J. S.;","Letters in Drug Design & Discovery (2012), 9(3), 276-281",7664-93-9,,,,,
COc1ccc(C(C)=O)cc1,COc1ccc(C(=O)CBr)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc(C(=O)CBr)cc1,100-06-1,2632-13-5,31-119-CAS-19884014,1,2,100,"['7726-95-6', '144-55-8']","['67-66-3', '60-29-7', '7732-18-5']",alternate reaction conditions also shown,2-Aminothiazole Derivatives as Selective Allosteric Modulators of the,"Bestgen, Benoit; Kufareva, Irina; Seetoh, Weiguang; Abell, Chris;","Journal of Medicinal Chemistry (2019), 62(4), 1817-1836",,,,,,
COc1ccc(C(C)=O)cc1,COC(OC)OC.COc1ccc(C(C)(OC)OC)cc1,COc1ccc(C(C)=O)cc1>>COC(OC)OC.COc1ccc(C(C)(OC)OC)cc1,"['100-06-1', '149-73-5']",27150-99-8,31-614-CAS-24207987,1,2,100,124-41-4,67-56-1,sealed vial used,Development and Mechanistic Studies of the Iridium-Catalyzed C-H,"Zhou, Bo; Qi, Xiaotian; Liu, Peng; Dong, Guangbin","Angewandte Chemie, International Edition (2021), 60(38), 20926-20934",104-15-4,,,,,
O=[N+]([O-])c1ccc(CBr)cc1,C#Cc1ccccc1.O=[N+]([O-])c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,O=[N+]([O-])c1ccc(CBr)cc1>>C#Cc1ccccc1.O=[N+]([O-])c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,"['100-11-8', '536-74-3']",104926-74-1,31-287-CAS-17584838,1,2,100,26628-22-8,7732-18-5,"green chemistry, regioselective, solid-supported catalyst (CuI-loaded and",CuI@UiO-67-IM: A MOF-Based Bifunctional Composite Triphase-Transfer,"Hu, Yu-Hong; Wang, Jian-Cheng; Yang, Song; Li, Yan-An; Dong, Yu-Bin","Inorganic Chemistry (2017), 56(14), 8341-8347","['7681-65-4', '2087420-41-3']",,,UiO-67-IM supported,,
O=[N+]([O-])c1ccc(CBr)cc1,C#Cc1ccccc1.O=[N+]([O-])c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,O=[N+]([O-])c1ccc(CBr)cc1>>C#Cc1ccccc1.O=[N+]([O-])c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,"['100-11-8', '536-74-3']",104926-74-1,31-287-CAS-10086905,1,1,100,,,"microwave irradiation, solid-supported catalyst, microwave stove (300 W)",Solvent-Free Microwave Promoted [3 + 2] Cycloaddition of Alkyne-Azide in,"Kang, Hyun-Tae; Lee, Hyun-Ju; Park, Ji-Chan; Song, Hyun-Joon; Park,","Topics in Catalysis (2010), 53(7-10), 523-528",1317-38-0,General/Typical Procedure: 2.3 General Procedure for [3 + 2],,,,
C=Cc1ccc([N+](=O)[O-])cc1,O=Cc1ccc([N+](=O)[O-])cc1,C=Cc1ccc([N+](=O)[O-])cc1>>O=Cc1ccc([N+](=O)[O-])cc1,100-13-0,555-16-8,31-614-CAS-43727253,1,1,100,7722-84-1,7732-18-5,solid-supported catalyst (Ru NPs Decorated on Functionalized PNIPAM,Aerobic Oxidation of Alcohols and Olefins Using Ru NPs Decorated on,"Kafshboran, Hadieh Rahbar; Ghasemi, Soheila","Applied Organometallic Chemistry (2025), 39(3), e7870",7440-18-8,,,,,
C=Cc1ccc([N+](=O)[O-])cc1,O=Cc1ccc([N+](=O)[O-])cc1,C=Cc1ccc([N+](=O)[O-])cc1>>O=Cc1ccc([N+](=O)[O-])cc1,100-13-0,555-16-8,31-486-CAS-11556674,1,1,100,"['6368-72-5', '7782-44-7', '10028-15-6']","['67-64-1', '7732-18-5']",scalable,Ozonolysis in Solvent/Water Mixtures: Direct Conversion of Alkenes to,"Schiaffo, Charles E.; Dussault, Patrick H.","Journal of Organic Chemistry (2008), 73(12), 4688-4690",,Standard Conditions for Ozonolysis. The alkene substrate (3 mmol) was,,,,
CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(CO)cc1,CN(C)c1ccc(C=O)cc1>>CN(C)c1ccc(CO)cc1,100-10-7,1703-46-4,31-513-CAS-22704915,1,1,100,16940-66-2,"['67-56-1', '7732-18-5']","solid-supported catalyst, reusable catalyst, carbon nanotube supported",Single-Walled Carbon Nanotube Supported PtNi Nanoparticles (PtNi@SWCNT),"Goksu, Haydar; Cellat, Kemal; Sen, Fatih","Scientific Reports (2020), 10(1), 9656","['7440-44-0', '12623-53-9']",,,supported by carbon nanotube,,
CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(CO)cc1,CN(C)c1ccc(C=O)cc1>>CN(C)c1ccc(CO)cc1,100-10-7,1703-46-4,31-513-CAS-8690936,1,1,100,590-29-4,"['68-12-2', '7732-18-5']","Ruthenium supported on aluminum oxide, recyclable catalyst",Highly efficient transfer hydrogenation of aldehydes and ketones using,"Gao, Yanxiu; Jaenicke, Stephan; Chuah, Gaik-Khuan","Applied Catalysis, A: General (2014), 48451-58","['7440-18-8', '24623-77-6']",,,,,
CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(CO)cc1,CN(C)c1ccc(C=O)cc1>>CN(C)c1ccc(CO)cc1,100-10-7,1703-46-4,31-513-CAS-4801853,1,1,100,16940-66-2,,"green chemistry, no solvent, ball-mill used/20-25 Hz frequency",Fast and efficient method for quantitative reduction of carbonyl,"Naimi-Jamal, M. R.; Mokhtari, J.; Dekamin, Mohammad G.",Proceedings of the International Electronic Conference on Synthetic,,,,,,
C[C@@H]1C[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,C[C@@H]1C[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21>>C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,1001180-47-7,1001180-45-5,31-352-CAS-14160160,1,1,100,1310-66-3,"['109-99-9', '7732-18-5']",alternative preparation gave lower yield,"Combinations of AKT inhibitor compounds and erlotinib, and methods of use","Nannini, Michelle; Sampath, Deepak","World Intellectual Property Organization, WO2012135753 A1 2012-10-04",,"Step 11: LiOH-H2O (0.499 g, 11.9 mmol) was added to a 0°C solution of",,,,
C[C@@H]1C[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,C[C@@H]1C[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21>>C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,1001180-47-7,1001180-45-5,31-352-CAS-7828190,1,1,100,1310-66-3,"['109-99-9', '7732-18-5']",alternative preparation shown,"Combinations of Akt inhibitor compounds and chemotherapeutic agents, and","Lin, Kui; Nannini, Michelle; Punnoose, Elizabeth; Sampath, Deepak;","World Intellectual Property Organization, WO2012135781 A1 2012-10-04",,"General/Typical Procedure: Step 11: LiOH-H2O (0.499 g, 11.9 mmol) was",,,,
C[C@@H]1C[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,C[C@@H]1C[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21>>C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,1001180-47-7,1001180-45-5,31-352-CAS-7716362,1,1,100,1310-66-3,"['109-99-9', '7732-18-5']",alternative preparation shown,"Combinations of Akt inhibitor compounds and abiraterone, and methods of","Nannini, Michelle; Sampath, Deepak","World Intellectual Property Organization, WO2012135759 A1 2012-10-04",,"Step 11: LiOH-H2O (0.499 g, 11.9 mmol) was added to a 0°C solution of",,,,
CCOC(=O)CP(=O)(OCC)OCC,CN(C)c1ccc(C=O)cc1.CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCOC(=O)CP(=O)(OCC)OCC>>CN(C)c1ccc(C=O)cc1.CCOC(=O)/C=C/c1ccc(N(C)C)cc1,"['867-13-0', '100-10-7']",39806-13-8,31-339-CAS-20543303,1,3,100,"['7646-69-7', '12125-02-9']","['109-99-9', '7732-18-5']",Horner-Wadsworth-Emmons reaction,Enantioselective carbene C-H insertion using an iron-containing enzyme,"Zhang, Ruijie; Wohlschlager, Lena; Renata, Hans; Arnold, Frances H.;","World Intellectual Property Organization, WO2019147865 A1 2019-08-01",,,,,,
CCOC(=O)CP(=O)(OCC)OCC,CN(C)c1ccc(C=O)cc1.CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCOC(=O)CP(=O)(OCC)OCC>>CN(C)c1ccc(C=O)cc1.CCOC(=O)/C=C/c1ccc(N(C)C)cc1,"['867-13-0', '100-10-7']",39806-13-8,31-339-CAS-20402396,1,3,100,"['7646-69-7', '12125-02-9']","['109-99-9', '7732-18-5']",Horner-Wadsworth-Emmons reaction,Enzymatic assembly of carbon-carbon bonds via iron-catalysed sp3 C-H,"Zhang, Ruijie K.; Chen, Kai; Huang, Xiongyi; Wohlschlager, Lena; Renata,","Nature (London, United Kingdom) (2019), 565(7737), 67-72",,,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-614-CAS-24920267,1,1,100,1310-58-3,67-63-0,"stereoselective (ee = 98.9%), catalyst prepared and used, recyclable",Enzyme-Inspired Assembly: Incorporating Multivariate Interactions to,"Deng, Dan; Meng, Qinghao; Li, Zhangnan; Ma, Rongchen; Yang, Yajie; Wang,","ACS Applied Materials & Interfaces (2020), 12(42), 47966-47974",2848572-28-9,,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-17362652,1,1,100,"['865-47-4', '1333-74-0']",67-63-0,"chemoselective, high pressure, stereoselective, 92-100% ee, alternate","(R)- and (S)-2,2'-Bis(bis(3,5-dimethylphenyl)","McWilliams, J. Christopher","e-EROS Encyclopedia of Reagents for Organic Synthesis (2015), 1-14",220114-01-2,,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-3143074,1,1,100,"['64-18-6', '121-44-8']",,"stereoselective, ee (96%), optimization study, optimized on catalyst",Synthesis and Catalytic Applications of an Extended Range of Tethered,"Hodgkinson, Roy; Jurcik, Vaclav; Zanotti-Gerosa, Antonio; Nedden, Hans","Organometallics (2014), 33(19), 5517-5524",1460321-48-5,General/Typical Procedure: General procedure for the reduction of ketones,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-9073520,1,1,100,"['1310-73-2', '1333-74-0']",67-56-1,"high pressure, stereoselective, ee = 67%",Ir(III) complexes of diamine ligands for asymmetric ketone hydrogenation,"Martins, Jose E. D.; Wills, Martin","Tetrahedron (2009), 65(29-30), 5782-5786","['10025-83-9', '1175672-41-9']",,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-3371472,1,1,100,865-47-4,67-63-0,catalyst was prepd. in situ at 1st step; stereoselective,Enantioselective transfer hydrogenation of ketones with planar chiral,"Liu, Delong; Xie, Fang; Zhao, Xiaohu; Zhang, Wanbin","Tetrahedron (2008), 64(16), 3561-3566","['15529-49-4', '1016988-18-3']",,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-6402060,1,2,100,"['1310-58-3', '1333-74-0']",67-63-0,"stereoselective, 80% ee, alternative catalyst gave higher ee%",The pentafluorophenyl group as a module for the direct modification of,"Korenaga, Toshinobu; Nomura, Kenji; Minami, Shinichi; Sasaki, Hitomi;","Tetrahedron: Asymmetry (2008), 19(6), 695-700","['16635-95-3', '134524-84-8']",,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-4234285,1,2,100,"['1310-58-3', '1333-74-0']",67-63-0,"stereoselective, 87% ee, alternative catalyst gave lower ee%",The pentafluorophenyl group as a module for the direct modification of,"Korenaga, Toshinobu; Nomura, Kenji; Minami, Shinichi; Sasaki, Hitomi;","Tetrahedron: Asymmetry (2008), 19(6), 695-700","['134524-84-8', '1029433-23-5']",,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-16090470,1,1,100,694-53-1,108-88-3,"PhSiH3 (1.1 eq.)/(S)-Catalyst-195-2n-BuLi (5 mol%), Toluene, 65 C/1 h.,",Ionic and organometallic-catalyzed organosilane reductions,"Larson, Gerald L.; Fry, James L.","Organic Reactions (Hoboken, NJ, United States) (2008), 711-737",,,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-4151147,1,1,100,"['865-47-4', '1333-74-0']","['67-63-0', '75-65-0']","high pressure, solid-supported catalyst, stereoselective, steel liner",Asymmetric hydrogenation of aromatic ketones with MeO-PEG-supported,"Chai, Li-Ting; Wang, Wei-Wei; Wang, Quan-Rui; Tao, Feng-Gang","Journal of Molecular Catalysis A: Chemical (2007), 270(1-2), 83-88",1018987-13-7,,,bonded to polymer(MeO-PEG),,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-6255738,1,1,100,"['109-72-8', '694-53-1']",108-88-3,"stereoselective, 23% ee",Chiral metallocenes: the synthesis and X-ray crystal structures of,"Beagley, Paul; Davies, Philip; Adams, Harry; White, Colin","Canadian Journal of Chemistry (2001), 79(5/6), 731-741",220913-18-8,,,,,
COc1ccc(C(C)=O)cc1,COc1ccc([C@@H](C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc([C@@H](C)O)cc1,100-06-1,1517-70-0,31-513-CAS-13726232,1,1,100,"['865-47-4', '1333-74-0']",67-63-0,"stereoselective, enantioselective, 100% ee","Asymmetric Hydrogenation of Alkenyl, Cyclopropyl, and Aryl Ketones.","Ohkuma, Takeshi; Koizumi, Masatoshi; Doucet, Henri; Pham, Trang; Kozawa,","Journal of the American Chemical Society (1998), 120(51), 13529-13530",220114-01-2,,,,,
CN(C)c1ccc(C=O)cc1,C1COCCN1.C#Cc1ccccc1.CN(C)c1ccc(C(C#Cc2ccccc2)N2CCOCC2)cc1,CN(C)c1ccc(C=O)cc1>>C1COCCN1.C#Cc1ccccc1.CN(C)c1ccc(C(C#Cc2ccccc2)N2CCOCC2)cc1,"['100-10-7', '110-91-8', '536-74-3']",955386-85-3,31-614-CAS-39783705,1,1,100,,,"green chemistry-catalyst, no solvent, basil seed used as catalyst,",Eco-friendly and sustainable basil seed hydrogel-loaded copper,"Samiee Paghaleh, Effat; Kolvari, Eskandar; Seidi, Farzad; Dashtian,","Nanoscale Advances (2024), 6(3), 960-972",20427-59-2,,,,,
COc1ccc(C(=O)Cl)cc1,CN1CCC(C(=O)c2cccc(N)c2)CC1.COc1ccc(C(=O)Nc2cccc(C(=O)C3CCN(C)CC3)c2)cc1,COc1ccc(C(=O)Cl)cc1>>CN1CCC(C(=O)c2cccc(N)c2)CC1.COc1ccc(C(=O)Nc2cccc(C(=O)C3CCN(C)CC3)c2)cc1,"['100-07-2', '288156-90-1']",288157-24-4,31-365-CAS-10850605,1,2,100,64-19-7,"['75-09-2', '67-56-1']","solid-supported reagent, (piperidinomethyl)-polystyrene used as reagent",Preparation of 4-benzoyl-1-methylpiperidines as 5-HT1F agonists,"Krushinski, Joseph Herman, Jr.; Mancuso, Vincent; Napora, Freddy Andre;","World Intellectual Property Organization, WO2000047559 A2 2000-08-17",,General/Typical Procedure: Example 22. 4-[3-(2-bromobenzamidyI),,,,
CCc1ccc([N+](=O)[O-])cc1,CC(=O)c1ccc([N+](=O)[O-])cc1,CCc1ccc([N+](=O)[O-])cc1>>CC(=O)c1ccc([N+](=O)[O-])cc1,100-12-9,100-19-6,31-614-CAS-38497733,1,1,100,75-91-2,75-05-8,"green chemistry-catalyst, thermal, recyclable catalyst,catalyst prepared",Synthesis and Structure of High-Nuclearity Carboxylate-Modified,"Liu, Siyu; He, Yuzan; Ma, Xinyi; Liu, Jiayu; Ma, Pengtao; Wang, Jingping;","Inorganic Chemistry (2023), 62(45), 18384-18390",3000505-79-0,,,,,
COc1ccc(C(=O)O)cc1,COc1ccc(C(=O)NN)cc1,COc1ccc(C(=O)O)cc1>>COc1ccc(C(=O)NN)cc1,100-09-4,3290-99-1,31-367-CAS-9057183,1,2,100,"['7719-09-7', '7803-57-8']",64-17-5,"microwave irradiation, literature preparation, 75W used",Synthesis and structural characterisation of,"Wang, Xiao Qing; Zhao, Zhi Gang; Liu, Xing Li; Li, Wei Jie","Journal of Chemical Research (2010), 34(6), 307-309",,,,,,
N#Cc1ccc(F)cc1CO,N#Cc1ccc(F)cc1CCl,N#Cc1ccc(F)cc1CO>>N#Cc1ccc(F)cc1CCl,1000339-93-4,1261742-22-6,31-048-CAS-15939211,1,1,100,7719-09-7,,"optimization study, optimized on stoichiometry of reagent, time and",Process for synthesis of Trelagliptin and intermediates,"Yin, Dianshu; Du, Yumin; Zhang, Kai; Wang, Yabo; Wei, Saili; Shang,","China, CN105541793 A 2016-05-04",,,,,,
CC(Cc1ccc(Cl)cc1)NO,CN(C)c1ccc(C=O)cc1.CC(Cc1ccc(Cl)cc1)[N+]([O-])=Cc1ccc(N(C)C)cc1,CC(Cc1ccc(Cl)cc1)NO>>CN(C)c1ccc(C=O)cc1.CC(Cc1ccc(Cl)cc1)[N+]([O-])=Cc1ccc(N(C)C)cc1,"['63-93-4', '100-10-7']",1116658-92-4,31-311-CAS-7690095,1,1,100,,,"green chemistry-solvent, green chemistry-waste reduction, microwave",An efficient solventless synthesis of,"Amutha, Chinnadurai; Saravanan, Sivaperuman; Dhandapani, Perundurai","Indian Journal of Chemistry, Section B: Organic Chemistry Including",,,,,,
CCCO,COc1ccc(C(=O)Cl)cc1.CCCOC(=O)c1ccc(OC)cc1,CCCO>>COc1ccc(C(=O)Cl)cc1.CCCOC(=O)c1ccc(OC)cc1,"['71-23-8', '100-07-2']",6938-39-2,31-614-CAS-36485494,1,1,100,,,"green chemistry, recyclable catalyst used, no solvent",A solvent-free synthesis of (thio)ester derivatives using FeCl3 as a,"Younes, Sabry H. H.; Hollmann, F.","Tetrahedron Letters (2023), 123154524",7705-08-0,,,,,
CCc1ccc([N+](=O)[O-])cc1,CCc1ccc(N)cc1,CCc1ccc([N+](=O)[O-])cc1>>CCc1ccc(N)cc1,100-12-9,589-16-2,31-614-CAS-42760840,1,1,100,1333-74-0,67-56-1,"catalyst prepared and used, cordierite support used",Stable and Versatile Pd Precursors for the Preparation of Robust Pd,"Sakurada, Naoya; Kobayashi, Kwihwan; Abe, Yuka; Niwa, Kosuke; Yokoyama,","ChemSusChem (2025), 18(4), e202401859",7440-05-3,,,,,
CCc1ccc([N+](=O)[O-])cc1,CCc1ccc(N)cc1,CCc1ccc([N+](=O)[O-])cc1>>CCc1ccc(N)cc1,100-12-9,589-16-2,31-614-CAS-41784060,1,1,100,13774-81-7,"['64-17-5', '7732-18-5']","green chemistry-catalyst, solid-supported catalyst, recyclable",Attractive Tandem Hydrogenation of Nitroaromatics Using AB as a Hydrogen,"Xu, Bin; Yang, Xusheng; Chen, Changsong; Zhou, Le; Zhou, Shengbin; Zhang,","ACS Applied Nano Materials (2024), 7(13), 15557-15569","['1313-99-1', '1317-38-0']",,,,,
CCc1ccc([N+](=O)[O-])cc1,CCc1ccc(N)cc1,CCc1ccc([N+](=O)[O-])cc1>>CCc1ccc(N)cc1,100-12-9,589-16-2,31-614-CAS-38458084,1,1,100,1333-74-0,64-17-5,"green chemistry, platinum-deposited on cerium polyoxometalate catalyst",Hydrogenation Catalysis by Hydrogen Spillover on Platinum-Functionalized,"Li, Shujun; Ma, Yubin; Zhao, Yue; Liu, Rongji; Zhao, Yupeng; Dai,","Angewandte Chemie, International Edition (2023), 62(50), e202314999","['7440-06-4', '3018824-65-9']",,,,,
CCc1ccc([N+](=O)[O-])cc1,CCc1ccc(N)cc1,CCc1ccc([N+](=O)[O-])cc1>>CCc1ccc(N)cc1,100-12-9,589-16-2,31-614-CAS-35122627,1,1,100,1333-74-0,67-56-1,autoclave used,Boosting hydrogenation properties of Pt single-atom catalysts via,"Zhang, Hao; Zhang, Xingcong; Sun, Qingdi; He, Qian; Ji, Hongbing; He,","Chemical Engineering Journal (Amsterdam, Netherlands) (2023), 455140808",7440-06-4,,,,,
CCc1ccc([N+](=O)[O-])cc1,CCc1ccc(N)cc1,CCc1ccc([N+](=O)[O-])cc1>>CCc1ccc(N)cc1,100-12-9,589-16-2,31-614-CAS-35312741,1,1,100,102-71-6,7732-18-5,"green chemistry-catalyst, photochemical (Xe lamp (300 W) used),",Visible-Light-Driven Porphyrin-Based Bimetallic Metal-Organic Frameworks,"Wang, Sheng; Li, Shihao; Feng, Huiyi; Yang, Wenqing; Feng, Yi-Si","ACS Applied Materials & Interfaces (2023), 15(3), 4845-4856","['10102-05-3', '13770-61-1', '14609-54-2']",,,,,
CCc1ccc([N+](=O)[O-])cc1,CCc1ccc(N)cc1,CCc1ccc([N+](=O)[O-])cc1>>CCc1ccc(N)cc1,100-12-9,589-16-2,31-614-CAS-34715638,1,1,100,1333-74-0,67-56-1,"solid-supported catalyst, silicon carbide-supported palladium catalyst",Development of Silicon Carbide-Supported Palladium Catalysts and Their,"Yamada, Tsuyoshi; Yamamoto, Haruka; Kawai, Kanon; Park, Kwihwan; Aono,","Catalysts (2022), 12(10), 1253",7440-05-3,,,,,
