Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:EXP_PROC,RXN:PRO:AMD,RXN:VAR:CAT:AMD,RXN:VAR:SOL:AMD,RXN:RCT:AMD,RXN:VAR:RGT:AMD
CC(O)(C(F)(F)F)C(F)(F)F,CC(C)c1cccc(C(C)C)c1N=[Mo](=CC(C)(C)c1ccccc1)(O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)n1cccc1.CC(C)c1cccc(C(C)C)c1N=[Mo](=CC(C)(C)c1ccccc1)(OC(C)(C(F)(F)F)C(F)(F)F)O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC(O)(C(F)(F)F)C(F)(F)F>>CC(C)c1cccc(C(C)C)c1N=[Mo](=CC(C)(C)c1ccccc1)(O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)n1cccc1.CC(C)c1cccc(C(C)C)c1N=[Mo](=CC(C)(C)c1ccccc1)(OC(C)(C(F)(F)F)C(F)(F)F)O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C,"['1515-14-6', '1002746-09-9']",1002746-11-3,31-562-CAS-14816331,1,1,100,,1076-43-3,"NMR experiment, J. Young NMR tube used, product not isolated",Synthesis of molybdenum imido alkylidene complexes that contain siloxides,"Wampler, Keith M.; Schrock, Richard R.; Hock, Adam S.","Organometallics (2007), 26(26), 6674-6680",,General/Typical Procedure: In Situ Preparation of,,,,,
S=c1[nH]c2ccccc2s1.[Na],CC(C)(C)N.Cl.CC(C)(C)NSc1nc2ccccc2s1,S=c1[nH]c2ccccc2s1.[Na]>>CC(C)(C)N.Cl.CC(C)(C)NSc1nc2ccccc2s1,"['2492-26-4', '10017-37-5']",95-31-8,31-614-CAS-25896407,1,1,100,7681-52-9,108-88-3,"alternative preparation shown, optimization study, industrial, optimized",Process for preparation of N-tert-butyl-2-benzothiazole sulfenamide,"Meng, Qingsen; Zhu, Jun; Wang, Xiumeng; Sun, Fengjuan; Mo, Shijun","China, CN108530383 A 2018-09-14",,,,,,,
COc1ccc([N+](=O)[O-])cc1,CCCC=O.CCCCNc1ccc(OC)cc1,COc1ccc([N+](=O)[O-])cc1>>CCCC=O.CCCCNc1ccc(OC)cc1,"['100-17-4', '123-72-8']",61829-43-4,31-313-CAS-10978839,1,1,100,"['64-19-7', '7440-66-6']",67-56-1,"green chemistry, optimization study, optimized on solvent",Reductive N-Alkylation of Nitroarenes: A Green Approach for the,"Wahba, Amir E.; Hamann, Mark T.","Journal of Organic Chemistry (2012), 77(10), 4578-4585",,General Procedure for the Mono-N-Alkylation of Nitroarenes. Carbonyl,,,,,
COc1ccc([N+](=O)[O-])cc1,O=C=O.COc1ccc(NC=O)cc1,COc1ccc([N+](=O)[O-])cc1>>O=C=O.COc1ccc(NC=O)cc1,"['100-17-4', '124-38-9']",5470-34-8,31-614-CAS-36819463,1,2,100,775-12-2,68-12-2,"solid-supported catalyst, optimization study (optimized on catalyst and",Bifunctional Catalysts with Core-Shell Distributed ZrO2 and Co,"Qin, Ze; Chen, Liyu; Li, Yingwei; Shen, Kui","ACS Catalysis (2023), 13(13), 8372-8383","['1314-23-4', '7440-44-0']",,,,,,
COC(=O)[C@@H](Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12)NC(=O)OC(C)(C)C,[H][C@@]12N(C(=O)OC(C)(C)C)[C@@H](C(=O)OC)C[C@]1(Br)c1ccccc1N2S(=O)(=O)c1ccccc1,COC(=O)[C@@H](Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12)NC(=O)OC(C)(C)C>>[H][C@@]12N(C(=O)OC(C)(C)C)[C@@H](C(=O)OC)C[C@]1(Br)c1ccccc1N2S(=O)(=O)c1ccccc1,1001565-88-3,1001565-97-4,31-614-CAS-27790035,1,1,100,"['128-08-5', '24057-28-1']",75-09-2,"stereoselective, dr ratio, 17.5:1",Convergent and enantioselective total synthesis of communesin analogs,"Movassaghi, Mohammad; Lathrop, Stephen Paul; Pompeo, Matthew M.; Chang,","World Intellectual Property Organization, WO2017197045 A1 2017-11-16",,,,,,,
[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCC1,Cl.[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](N)C1CCCC1,[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCC1>>Cl.[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](N)C1CCCC1,1001548-10-2,1001548-11-3,31-353-CAS-12006716,1,1,100,7647-01-0,123-91-1,yield was assumed,"Tetrahydrofuro[3,2-b]pyrrol-3-one intermediates and their preparation,","Quibell, Martin; Nally, James; Patient, Lee; Wang, Yikang; Dagostin,","World Intellectual Property Organization, WO2008007132 A1 2008-01-17",,"(ii) Preparation of (S)-2-Amino-1-((3R, 3aR, 6S,",,,,,
[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCC1,Cl.[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](N)C1CCCC1,[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCC1>>Cl.[H][C@@]12[C@@H](O)CO[C@]1([H])[C@@H](Cl)CN2C(=O)[C@@H](N)C1CCCC1,1001548-10-2,1001548-11-3,31-353-CAS-13397904,1,1,100,7647-01-0,123-91-1,Yield was assumed,"Furo[3,2-b]pyrrol-3-one derivatives and their use as cysteine proteinase","Quibell, Martin; Watts, John Paul","World Intellectual Property Organization, WO2008007127 A1 2008-01-17",,"(ii) Preparation of (S)-2-Amino-1-((3R, 3aR, 6S,",,,,,
O=C(O)c1ccc(C(=O)O)cc1,OCCCO.O=C(OCCCO)c1ccc(C(=O)OCCCO)cc1,O=C(O)c1ccc(C(=O)O)cc1>>OCCCO.O=C(OCCCO)c1ccc(C(=O)OCCCO)cc1,"['100-21-0', '504-63-2']",3644-98-2,31-614-CAS-25115460,1,1,100,,,"low pressure, catalyst prepared and used, ionic liquid used as catalyst,",Preparation of sulfonic acid functionalized imidazolium ionic liquid,"Feng, Gang; Zhang, Xue; Zhang, Rongbin","China, CN113788793 A 2021-12-14",2367045-16-5,,,,,,
O=C(O)c1ccc(C(=O)O)cc1,OCCCO.O=C(OCCCO)c1ccc(C(=O)OCCCO)cc1,O=C(O)c1ccc(C(=O)O)cc1>>OCCCO.O=C(OCCCO)c1ccc(C(=O)OCCCO)cc1,"['100-21-0', '504-63-2']",3644-98-2,31-614-CAS-25115440,1,1,100,,,"low pressure, catalyst prepared and used, ionic liquid used as catalyst",Preparation of sulfonic acid functionalized imidazolium ionic liquid,"Feng, Gang; Zhang, Xue; Zhang, Rongbin","China, CN113788793 A 2021-12-14",2756015-97-9,,,,,,
C1C[CH]2=[CH]3CC[CH]4=[CH]1[Rh+]4231[Cl-][Rh+]234([Cl-]1)[CH]1=[CH]2CC[CH]3=[CH]4CC1,CN(c1ccccn1)P(c1ccccc1)c1ccccc1.CN1C2=CC=CC=N2[Rh+]234([Cl-])([CH]5=[CH]2CC[CH]3=[CH]4CC5)[P]1(c1ccccc1)c1ccccc1,C1C[CH]2=[CH]3CC[CH]4=[CH]1[Rh+]4231[Cl-][Rh+]234([Cl-]1)[CH]1=[CH]2CC[CH]3=[CH]4CC1>>CN(c1ccccn1)P(c1ccccc1)c1ccccc1.CN1C2=CC=CC=N2[Rh+]234([Cl-])([CH]5=[CH]2CC[CH]3=[CH]4CC5)[P]1(c1ccccc1)c1ccccc1,"['12092-47-6', '1001434-33-8']",1203676-53-2,31-562-CAS-15407211,1,1,100,,75-09-2,"product depends on time,solvent and stoichiometry","Single and double C-Cl activation of methylene chloride by P,N-ligand","Blank, Benoit; Glatz, Germund; Kempe, Rhett","Chemistry - An Asian Journal (2009), 4(2), 321-327",,,,,,,
N#CCCS,O=C(O)CCS,N#CCCS>>O=C(O)CCS,1001-58-7,107-96-0,31-300-CAS-19093877,1,1,100,7647-01-0,7732-18-5,"green chemistry, high pressure, scalable",Method for nitriles hydrolysis in microchannel reactor,"Zeng, Wei; Teng, Kun; Yu, Miao; He, Lingshuang","China, CN108084192 A 2018-05-29",,,,,,,
C=C(C)OC(C)=O,NC1CCCC1.CC(=O)NC1CCCC1,C=C(C)OC(C)=O>>NC1CCCC1.CC(=O)NC1CCCC1,"['108-22-5', '1003-03-8']",25291-41-2,31-368-CAS-12052320,1,1,100,,,"green chemistry (reactant), no solvent","Isopropenyl acetate, a remarkable, cheap and acylating agent of amines","Pelagalli, Romina; Chiarotto, Isabella; Feroci, Marta; Vecchio, Stefano","Green Chemistry (2012), 14(8), 2251-2255",,,,,,,
CC(=O)c1ccc([N+](=O)[O-])cc1,c1ccncc1.O=C(C[n+]1ccccc1)c1ccc([N+](=O)[O-])cc1.[I-],CC(=O)c1ccc([N+](=O)[O-])cc1>>c1ccncc1.O=C(C[n+]1ccccc1)c1ccc([N+](=O)[O-])cc1.[I-],"['100-19-6', '110-86-1']",5330-73-4,31-614-CAS-42402421,1,1,100,7553-56-2,,no experimental detail,Cyclocondensation of o-phenylenediamines with α-ketothioesters: a novel,"Kavya, Kumar; Honnabandar, Kanaka Vijayashankar; Sridhar, Bilagumba T.;","New Journal of Chemistry (2024), 48(41), 17998-18003",,,,,,,
CCO,COc1ccc([N+](=O)[O-])cc1.CCNc1ccc(OC)cc1,CCO>>COc1ccc([N+](=O)[O-])cc1.CCNc1ccc(OC)cc1,"['64-17-5', '100-17-4']",104-48-3,31-522-CAS-20642361,1,1,100,1333-74-0,,"autoclave batch reactor used, N-doped carbons supported catalyst used,",A strategy of two-step tandem catalysis towards direct N-alkylation of,"Wang, Jing; Qi, Tianqinji; Li, Zhibin; She, Wei; Li, Xuewei; Li,","Journal of Catalysis (2019), 376106-118",10141-05-6,,,poly. with hexamethylenetetramine,,,
[N-]=[N+]=NC[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O.[Na],NC[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,[N-]=[N+]=NC[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O.[Na]>>NC[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,1002727-69-6,134746-50-2,31-527-CAS-14671163,1,2,100,"['9002-23-7', '1333-74-0']",7732-18-5,Amberlite in H+ form used,A concise synthesis of 5-amino-5-deoxyaldonic acids as monomers for the,"Falentin, Celine; Beaupere, Daniel; Demailly, Gilles; Stasik, Imane","Carbohydrate Research (2007), 342(18), 2807-2809",7440-05-3,,,,,,
COc1nnc(-c2nnc(OC)c3c2C2c4cc5c(cc4C3c3cc4c(cc32)C(C)(C)CCC4(C)C)C(C)(C)CCC5(C)C)c2c1C1c3cc4c(cc3C2c2cc3c(cc21)C(C)(C)CCC3(C)C)C(C)(C)CCC4(C)C,CC1(C)CCC(C)(C)c2cc3c(cc21)C1c2cc4c(cc2C3c2c1c(-c1n[nH]c(=O)c3c1C1c5cc6c(cc5C3c3cc5c(cc31)C(C)(C)CCC5(C)C)C(C)(C)CCC6(C)C)n[nH]c2=O)C(C)(C)CCC4(C)C,COc1nnc(-c2nnc(OC)c3c2C2c4cc5c(cc4C3c3cc4c(cc32)C(C)(C)CCC4(C)C)C(C)(C)CCC5(C)C)c2c1C1c3cc4c(cc3C2c2cc3c(cc21)C(C)(C)CCC3(C)C)C(C)(C)CCC4(C)C>>CC1(C)CCC(C)(C)c2cc3c(cc21)C1c2cc4c(cc2C3c2c1c(-c1n[nH]c(=O)c3c1C1c5cc6c(cc5C3c3cc5c(cc31)C(C)(C)CCC5(C)C)C(C)(C)CCC6(C)C)n[nH]c2=O)C(C)(C)CCC4(C)C,1001640-05-6,1001640-10-3,31-049-CAS-3449151,1,2,100,"['10035-10-6', '127-09-3']","['64-19-7', '7732-18-5']","safety, violent release of gases (HBr, MeBr) occurs on warming the",Iptycene-Derived Pyridazines and Phthalazines,"Bouffard, Jean; Eaton, Robert F.; Mueller, Peter; Swager, Timothy M.","Journal of Organic Chemistry (2007), 72(26), 10166-10180",,"1,1'-Bi(5'',6'',7,7'',8,8'',9,10-octahydro-5'',5''7,7,8'',8'',10,10-octamethyl-5,12-[2'',3'']naphthaleno-2,3-diazatetracenyl)-4,4'(3H,3'H)-dione",,,,,
O=C(O)c1ccc(C(=O)O)cc1,c1ccc(Oc2cc(Oc3ccccc3)cc(Oc3ccccc3)c2)cc1.O=C(O)c1ccc(C(=O)O)cc1.c1ccc(Oc2cc(Oc3ccccc3)cc(Oc3ccccc3)c2)cc1,O=C(O)c1ccc(C(=O)O)cc1>>c1ccc(Oc2cc(Oc3ccccc3)cc(Oc3ccccc3)c2)cc1.O=C(O)c1ccc(C(=O)O)cc1.c1ccc(Oc2cc(Oc3ccccc3)cc(Oc3ccccc3)c2)cc1,"['100-21-0', '23879-81-4']",1112526-36-9,31-614-CAS-29609893,1,1,100,1314-56-3,,"polyphosphoric acid used, Friedel-Crafts reaction",Self-controlled synthesis of hyperbranched poly(ether-ketone)s from A2 +,"Jeon, In-Yup; Tan, Loon-Seng; Baek, Jong-Beom","Journal of Polymer Science, Part A: Polymer Chemistry (2009), 47(13),",,,,,,,
COc1cc(OC)cc(Oc2ccccc2[N+](=O)[O-])c1,COc1cc(OC)cc(Oc2ccccc2N)c1,COc1cc(OC)cc(Oc2ccccc2[N+](=O)[O-])c1>>COc1cc(OC)cc(Oc2ccccc2N)c1,1001565-11-2,1156299-46-5,31-522-CAS-22970119,1,2,100,"['64-19-7', '7647-01-0', '7440-66-6']","['141-78-6', '7732-18-5']",zinc powder added in portions,"Synthesis of Cycloheptatrienes, Oxepines, Thiepines, and Silepines: A","Sprenger, Kristin; Golz, Christopher; Alcarazo, Manuel","European Journal of Organic Chemistry (2020), 2020(39), 6245-6254",,,,,,,
CN(C)C=O,O=C(O)c1ccc(C(=O)O)cc1.c1ccc(-c2ccccn2)nc1.CN(C)C=O.O=C([O-])c1ccc(C2=O[Zn+2]3([O-]2)N2=CC=CC=C2C2=CC=CC=N23)cc1,CN(C)C=O>>O=C(O)c1ccc(C(=O)O)cc1.c1ccc(-c2ccccn2)nc1.CN(C)C=O.O=C([O-])c1ccc(C2=O[Zn+2]3([O-]2)N2=CC=CC=C2C2=CC=CC=N23)cc1,"['68-12-2', '100-21-0', '366-18-7']",2852734-56-4,31-614-CAS-34809127,1,1,100,7779-88-6,68-12-2,solvothermal,Colossal Trellislike Single-Crystal to Single-Crystal Structural,"van Wyk, Lisa M.; Barbour, Leonard J.","Crystal Growth & Design (2021), 21(5), 3056-3062",,,,,,,
CC1(C)OB(c2ccc3c(c2)CCCO3)OC1(C)C,Cn1nc(-c2ccncc2)c(Br)c1C=O.Cn1nc(-c2ccncc2)c(-c2ccc3c(c2)CCCO3)c1C=O,CC1(C)OB(c2ccc3c(c2)CCCO3)OC1(C)C>>Cn1nc(-c2ccncc2)c(Br)c1C=O.Cn1nc(-c2ccncc2)c(-c2ccc3c(c2)CCCO3)c1C=O,"['1002727-88-9', '1595112-52-9']",1595112-61-0,31-179-CAS-13287101,1,1,100,497-19-8,"['64-17-5', '108-88-3', '7732-18-5']",Suzuki coupling,Preparation of substituted pyrazolylacetic acids as inhibitors of viral,"Benarous, Richard; Chevreuil, Francis; Ledoussal, Benoit; Chasset,","World Intellectual Property Organization, WO2014053665 A1 2014-04-10",14221-01-3,,,,,,
O=C(O)c1ccc(C(=O)O)cc1,O=C(O)C1CCC(C(=O)O)CC1,O=C(O)c1ccc(C(=O)O)cc1>>O=C(O)C1CCC(C(=O)O)CC1,100-21-0,1076-97-7,31-243-CAS-1689170,1,3,100,"['1333-74-0', '1310-73-2', '7647-01-0']",7732-18-5,"high pressure (stage 1), optimization study, cis/trans = 34/66, autoclave","Method for producing trans-1,4-bis(aminomethyl)cyclohexane","Yoshimura, Naritoshi; Kiyono, Shinji; Hamada, Tetsuya; Watanabe, Eiji;","World Intellectual Property Organization, WO2012046782 A1 2012-04-12",7440-05-3,,,,,,
CC(=O)CCC(C)=O,NC1CCCC1.Cc1ccc(C)n1C1CCCC1,CC(=O)CCC(C)=O>>NC1CCCC1.Cc1ccc(C)n1C1CCCC1,"['110-13-4', '1003-03-8']",54609-13-1,31-309-CAS-8609107,1,1,100,,,"green chemistry, no solvent, Paal-Knorr reaction",The Paal-Knorr reaction revisited. A catalyst and solvent-free synthesis,"Cho, Hyejin; Madden, Richard; Nisanci, Bilal; Torok, Bela","Green Chemistry (2015), 17(2), 1088-1099",,,,,,,
CNc1ccc([N+](=O)[O-])cc1,CNc1ccc(N)cc1,CNc1ccc([N+](=O)[O-])cc1>>CNc1ccc(N)cc1,100-15-2,623-09-6,31-522-CAS-17181676,1,2,100,"['17979-81-6', '1333-74-0']","['109-99-9', '108-88-3']","green chemistry, high pressure, solid-supported catalyst, sealed Parr",Single-Site Cobalt Catalysts at New Zr12(μ3-O)8(μ3-OH)8(μ2-OH)6,"Ji, Pengfei; Manna, Kuntal; Lin, Zekai; Feng, Xuanyu; Urban, Ania; Song,","Journal of the American Chemical Society (2017), 139(20), 7004-7011",2097350-87-1,,,cobalt complex,,,
CNc1ccc([N+](=O)[O-])cc1,CNc1ccc(N)cc1,CNc1ccc([N+](=O)[O-])cc1>>CNc1ccc(N)cc1,100-15-2,623-09-6,31-522-CAS-17786436,1,2,100,1333-74-0,"['109-99-9', '108-88-3']","reaction in a glovebox,high pressure in stage 2,catalyst prepared and",Stabilization of active metal catalysts at metal-organic framework nodes,"Lin, Wenbin; Manna, Kuntal; Ji, Pengfei","World Intellectual Property Organization, WO2017066328 A1 2017-04-20","['17979-81-6', '2095540-92-2']",,,reaction products with cobalt dichloride,,,
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)c1cccc(C(C)C)c1N=[Mo](=CC(C)(C)c1ccccc1)(O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)n1cccc1.CC1CCC(C(C)C)C(O[Mo](=CC(C)(C)c2ccccc2)(=Nc2c(C(C)C)cccc2C(C)C)O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O>>CC(C)c1cccc(C(C)C)c1N=[Mo](=CC(C)(C)c1ccccc1)(O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)n1cccc1.CC1CCC(C(C)C)C(O[Mo](=CC(C)(C)c2ccccc2)(=Nc2c(C(C)C)cccc2C(C)C)O[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C1,"['2216-51-5', '1002746-09-9']",1002746-15-7,31-562-CAS-15093539,1,1,100,,1076-43-3,"NMR experiment, J. Young NMR tube used, product not isolated",Synthesis of molybdenum imido alkylidene complexes that contain siloxides,"Wampler, Keith M.; Schrock, Richard R.; Hock, Adam S.","Organometallics (2007), 26(26), 6674-6680",,General/Typical Procedure: In Situ Preparation of,,,,,
N#C[C@H](O)c1ccccc1,O=C(O)[C@H](O)c1ccccc1,N#C[C@H](O)c1ccccc1>>O=C(O)[C@H](O)c1ccccc1,10020-96-9,611-71-2,31-300-CAS-2502443,1,1,100,,"['67-68-5', '7732-18-5']",biotransformation ((Rhodococcus erythropolis NCIMB 11540 whole cells,Method for producing chiral α-hydroxycarboxylic acids by hydrolysis of,"Griengl, Herfried; Osprian, Ingrid; Schoemaker, Hans; Reisinger,","United States, US20060199256 A1 2006-09-07",,"Experiment 7.5: [0150] In this reaction, 1 g of mandelonitrile was",,,,,
CC(=O)c1ccc([N+](=O)[O-])cc1,OCCO.CC1(c2ccc([N+](=O)[O-])cc2)OCCO1,CC(=O)c1ccc([N+](=O)[O-])cc1>>OCCO.CC1(c2ccc([N+](=O)[O-])cc2)OCCO1,"['100-19-6', '107-21-1']",19073-15-5,31-301-CAS-8872523,1,1,100,,108-88-3,zeolite HSZ-360 catalyst,"1,3-Dioxolanes from carbonyl compounds over zeolite HSZ-360 as a","Ballini, Roberto; Bosica, Giovanna; Frullanti, Bettina; Maggi, Raimondo;","Tetrahedron Letters (1998), 39(12), 1615-1618",,,,,,,
[H][C@@]12O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]3([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]4([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]5([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]6([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]7([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]8([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O1)[C@H](OC(=O)CCCCC)[C@H]8OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]7OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]6OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]5OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]4OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]3OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC,Cl.[H][C@@]12O[C@H](CSCCN)[C@@]([H])(O[C@@]3([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]4([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]5([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]6([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]7([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]8([H])O[C@H](CSCCN)[C@@]([H])(O1)[C@H](OC(=O)CCCCC)[C@H]8OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]7OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]6OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]5OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]4OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]3OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC,[H][C@@]12O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]3([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]4([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]5([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]6([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]7([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O[C@@]8([H])O[C@H](CSCCNC(=O)OC(C)(C)C)[C@@]([H])(O1)[C@H](OC(=O)CCCCC)[C@H]8OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]7OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]6OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]5OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]4OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]3OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC>>Cl.[H][C@@]12O[C@H](CSCCN)[C@@]([H])(O[C@@]3([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]4([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]5([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]6([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]7([H])O[C@H](CSCCN)[C@@]([H])(O[C@@]8([H])O[C@H](CSCCN)[C@@]([H])(O1)[C@H](OC(=O)CCCCC)[C@H]8OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]7OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]6OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]5OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]4OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]3OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC,1002752-66-0,1002752-67-1,31-353-CAS-16451293,1,1,100,76-05-1,75-09-2,literature preparation,Cyclodextrin-based facial amphiphiles: assessing the impact of the,"Pflueger, Iris; Charrat, Coralie; Mellet, Carmen Ortiz; Garcia Fernandez,","Organic & Biomolecular Chemistry (2016), 14(42), 10037-10049",,,,,,,
CN(C)c1ccc(N(C)C)cc1,ClCc1ccc(CCl)cc1.*Cc1ccc(C[N+](C)(C)c2ccc([N+](*)(C)C)cc2)cc1.[Cl-],CN(C)c1ccc(N(C)C)cc1>>ClCc1ccc(CCl)cc1.*Cc1ccc(C[N+](C)(C)c2ccc([N+](*)(C)C)cc2)cc1.[Cl-],"['100-22-1', '623-25-6']",36202-85-4,31-614-CAS-26120968,1,1,100,,68-12-2,exothermic,Antimicrobial polymers formed by bulk polyaddition,"Chan, Julian M. W.; Hedrick, James L.; Ono, Robert J.; Teo, Jye Yng;","United States, US20160374335 A1 2016-12-29",,,,,,,
CN(C)c1ccc(N(C)C)cc1,ClCc1ccc(CCl)cc1.*Cc1ccc(C[N+](C)(C)c2ccc([N+](*)(C)C)cc2)cc1.[Cl-],CN(C)c1ccc(N(C)C)cc1>>ClCc1ccc(CCl)cc1.*Cc1ccc(C[N+](C)(C)c2ccc([N+](*)(C)C)cc2)cc1.[Cl-],"['100-22-1', '623-25-6']",36202-85-4,31-614-CAS-27521548,1,1,100,,68-12-2,exothermic,Antimicrobial cationic polymers formed by bulk polyaddition,"Chan, Julian M. W.; Ono, Robert J.; Yang, Yi Yan; Hedrick, James L.; Teo,","World Intellectual Property Organization, WO2016209175 A1 2016-12-29",,,,,,,
