Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:CAT:AMD,RXN:PRO:AMD,RXN:VAR:RGT:AMD
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-19332605,1,1,100,1333-74-0,64-17-5,,"solid-supported catalyst, selective, 100%, catalyst prepared and used,",Amino-Functionalized hollow microporous organic nanospheres for Pd,"He, Zidong; Wang, Tianqi; Xu, Yang; Zhou, Minghong; Yu, Wei; Shi, Buyin;","Journal of Polymer Science, Part A: Polymer Chemistry (2018), 56(18),",7440-05-3,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-19348208,1,1,100,7803-57-8,67-63-0,,solid-supported catalyst (rhodium-calix[4]pyrrole porphyrin supported on,"Rhodium-calix[4]pyrrole and rhodium-tetraphenyl porphyrin: preparation,","Anjali, K.; Ahmed, M.; Christopher, J.; Sakthivel, A.","Dalton Transactions (2018), 47(35), 12353-12361",2243408-23-1,silica-bound,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-19395057,1,1,100,1333-74-0,64-17-5,,"high pressure, solid-supported catalyst, thermal, conversion",Synthesis of 3D N-doped graphene/carbon nanotube hybrids with,"Sun, Yanyan; Li, Xuewen; Cai, Zhongshun; Bai, Hongzhen; Tang, Guping;","Catalysis Science & Technology (2018), 8(19), 4858-4863",7440-02-0,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-19348209,1,1,100,7803-57-8,67-63-0,,solid-supported catalyst (rhodium meso tetraphenyl porphyrin supported on,"Rhodium-calix[4]pyrrole and rhodium-tetraphenyl porphyrin: preparation,","Anjali, K.; Ahmed, M.; Christopher, J.; Sakthivel, A.","Dalton Transactions (2018), 47(35), 12353-12361",77944-60-6,silica-bound,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-20735122,1,1,100,1333-74-0,110-54-3,,solid-supported catalyst (N-heterocyclic carbene modified Au-Pd alloy,N-Heterocyclic Carbene-Modified Au-Pd Alloy Nanoparticles and Their,"Tegeder, Patricia; Freitag, Matthias; Chepiga, Kathryn M.; Muratsugu,","Chemistry - A European Journal (2018), 24(70), 18682-18688","['13463-67-7', '110041-65-1']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-18389951,1,1,100,16940-66-2,7732-18-5,,"chemoselective, green chemistry, solid-supported catalyst, reusable",Room Temperature Reduction of Nitroaromatics Using Pd Nanoparticles,"Saikia, Himadri; Borah, Biraj Jyoti; Bharali, Pankaj","ChemistrySelect (2017), 2(32), 10524-10530","['1306-38-3', '7440-05-3']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-16145197,1,3,100,"['57-13-6', '16940-66-2', '1333-74-0']",7732-18-5,,"thermal (stage 1), ultrasound, autoclave used (stage 1), Selectivity,",Palladium nanoparticles dispersed on the hollow aluminosilicate,"Tian, Meng; Cui, Xueliang; Dong, Chunxu; Dong, Zhengping","Applied Surface Science (2016), 390100-106","['1302-42-7', '7631-86-9', '3375-31-3']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-16704684,1,1,100,1333-74-0,7732-18-5,,"solid-supported catalyst, catalyst prepared and used, PMDA/ODA reagent",Application of polyamide acid-supported platinum nano-catalyst in,"Li, Hengfeng; Li, Jun; Li, Zixi; Chen, Zhihui","China, CN106187782 A 2016-12-07",7440-06-4,PMDA/ODA based polyamide acid-supported,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-16496388,1,3,100,1333-74-0,"['7732-18-5', '67-56-1']",,"photochemical, solid-supported catalyst, silicon carbide used (stage 1),",Method for photocatalytic synthesis of aniline compound under normal,"Guo, Xiangyun; Guo, Xiaoning; Hao, Caihong","China, CN106083601 A 2016-11-09","['10421-48-4', '7439-89-6']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-16029161,1,1,100,"['78-83-1', '1333-74-0']","['67-64-1', '7732-18-5']",,"optimization study, optimized on stoichiometry, temperature and catalyst",Method for preparing p-phenylenediamine,"Xie, Shengbin; Li, Wenjuan; Zhang, Congcong; Song, Guocheng","China, CN105732396 A 2016-07-06",7440-05-3,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-16191547,1,1,100,"['7647-14-5', '16940-66-2']","['109-99-9', '7732-18-5']",,"palladium nanoparticles used as catalyst, catalyst prepared and used,",Zwitterionic surfactant stabilized palladium nanoparticles as catalysts,"Souza, Franciane D.; Fiedler, Haidi; Nome, Faruk","Journal of the Brazilian Chemical Society (2016), 27(2), 372-381",7440-05-3,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-16002198,1,1,100,13774-81-7,"['67-56-1', '7732-18-5']",,"solid-supported catalyst, cobalt/cobalt oxide nanoparticles supported on",A MOF-derived Co-CoO@N-doped porous carbon for efficient tandem,"Ma, Xiao; Zhou, Yu-Xiao; Liu, Hang; Li, Yang; Jiang, Hai-Long","Chemical Communications (Cambridge, United Kingdom) (2016), 52(49),","['1307-96-6', '7440-44-0', '7440-48-4']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-12078786,1,1,100,7803-57-8,75-05-8,,"chemoselective, green chemistry-catalyst, reusable catalyst, gamma-Fe2O3",A metal-organic framework-templated synthesis of γ-Fe2O3 nanoparticles,"Li, Yang; Zhou, Yu-Xiao; Ma, Xiao; Jiang, Hai-Long","Chemical Communications (Cambridge, United Kingdom) (2016), 52(22),","['1309-37-1', '7440-44-0']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-15793683,1,1,100,1333-74-0,64-17-5,,"Schlenk flask used, Pd nanoparticles porous imidazolium based ionic",Facile Synthesis and Tunable Porosities of Imidazolium-Based Ionic,"Wang, Yangxin; Zhong, Hong; Li, Liuyi; Wang, Ruihu","ChemCatChem (2016), 8(13), 2234-2240","['7440-05-3', '1973486-17-7']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-983634,1,1,100,16940-66-2,7732-18-5,General/Typical Procedure: 2.2 General Procedure for the Reduction of,"green chemistry, solid-supported catalyst, selectivity, 100%, conversion,",Palladium Supported on Graphitic Carbon Nitride: An Efficient and,"Zhao, Yukai; Tang, Ruiren; Huang, Rong","Catalysis Letters (2015), 145(11), 1961-1971","['7440-05-3', '143334-20-7']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-17315438,1,1,100,7803-57-8,67-56-1,,"solid-supported catalyst, microgel-supported Ni catalyst used,",Polymer microgel-supported Ni catalysts and their catalytic reduction of,"Cai, Haokun; Zhang, Jian; Lu, Ping; Lei, Kewei; Dong, Jian","Yingyong Huaxue (2015), 32(8), 892-899",7440-02-0,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-22374527,1,1,100,,67-63-0,,"high pressure, thermal, selectivity 91%",Method of producing aromatic diamines and triamines from aromatic,"Sivtsev, V. P.; Anikeev, V. I.; Volcho, K. P.; Salakhutdinov, N. F.","Russian Federation, RU2549618 C1 2015-04-27",1344-28-1,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-574066,1,1,100,"['1333-74-0', '7705-08-0']",110-82-7,,"chemoselective, solid-supported catalyst, thermal, nickel propoted",Ni-W2C/mpg-C3N4 as a promising catalyst for selective hydrogenation of,"Zhao, Zhongkui; Yang, Hongling","Journal of Molecular Catalysis A: Chemical (2015), 398268-274",60882-99-7,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-8594993,1,2,100,16940-66-2,"['7732-18-5', '141-78-6']",,"green chemistry-catalyst, solid-supported catalyst, catalyst prepared and",Designing versatile heterogeneous catalysts based on Ag and Au,"Rajesh, Rajendiran; Sujanthi, E.; Senthil Kumar, S.; Venkatesan,","Physical Chemistry Chemical Physics (2015), 17(17), 11329-11340","['7440-22-4', '9012-76-4', '1034343-98-0']",oxide,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-15755268,1,1,100,540-69-2,7732-18-5,,"chemoselective, green chemistry, regioselective, solid-supported",A Highly Water-Dispersible/Magnetically Separable Palladium Catalyst:,"Karimi, Babak; Mansouri, Fariborz; Vali, Hojatollah","ChemPlusChem (2015), 80(12), 1750-1759",1604839-72-6,silica-coated iron oxide-bound,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-7339421,1,1,100,1333-74-0,64-17-5,General/Typical Procedure: Hydrogenation of Chloronitrobenzenes.,"solid-supported catalyst, autoclave used, Platinum nanoparticles",Magnetic Pt Catalyst for Selective Hydrogenation of Halonitrobenzenes,"Du, Weichen; Xia, Shuixin; Nie, Renfeng; Hou, Zhaoyin","Industrial & Engineering Chemistry Research (2014), 53(12), 4589-4594","['1317-61-9', '7440-06-4']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-9233781,1,1,100,16940-66-2,,,Pt nanoparticles-hydrogel composite used as catalyst,Supramolecular hydrogels derived from cyclic amino acids and their,"Kang, Chuanqing; Wang, Lanlan; Bian, Zheng; Guo, Haiquan; Ma, Xiaoye;","Chemical Communications (Cambridge, United Kingdom) (2014), 50(90),",7440-06-4,nanoparticles,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-16690256,1,1,100,1333-74-0,,,"chemoselective, solid-supported catalyst, recyclable catalyst used, Ni",Synergistic effect from Lewis acid and the Ni-W2C/AC catalyst for highly,"Zhao, Zhongkui; Yang, Hongling; Li, Yu","RSC Advances (2014), 4(43), 22669-22677","['7440-02-0', '7705-08-0', '12070-13-2']",activated carbon supported,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-2719578,1,1,100,16940-66-2,7732-18-5,,Selectivity (100%),Urea-Based Porous Organic Frameworks: Effective Supports for Catalysis in,"Li, Liuyi; Chen, Zhilin; Zhong, Hong; Wang, Ruihu","Chemistry - A European Journal (2014), 20(11), 3050-3060",1619246-19-3,palladium complexes,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-14777934,1,1,100,16940-66-2,67-56-1,,"green chemistry-catalyst, recyclable catalyst",CoMn0.2Fe1.8O4 ferrite nanoparticles engineered by sol-gel technology: an,"Goyal, Ankita; Bansal, S.; Samuel, Pankaj; Kumar, Vinod; Singhal, Sonal",Journal of Materials Chemistry A: Materials for Energy and Sustainability,143930-58-9,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-504885,1,1,100,7803-57-8,"['64-17-5', '7732-18-5']",,"chemoselective, green chemistry, reusable catalyst, cobalt-modified",Cobalt-modified molybdenum carbide as an efficient catalyst for,"Zhao, Zhongkui; Yang, Hongling; Li, Yu; Guo, Xinwen","Green Chemistry (2014), 16(3), 1274-1281","['74-82-8', '10141-05-6']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-10484083,1,1,100,"['102-71-6', '1333-74-0']",7732-18-5,,"photochemical, optimization study, ozone-free 300W xenon lamp (420 nm)",Visible-light-induced photocatalytic hydrogenation of 4-nitroaniline over,"Wu, Weiming; Lin, Rui; Shen, Lijuan; Liang, Ruowen; Yuan, Rusheng; Wu,","Catalysis Communications (2013), 401-4",12030-24-9,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-8650856,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']","Catalytic Reactions. In a typical procedure, a nitroaromatic compound","green chemistry-catalyst, solid-supported catalyst, Cu on nanocrystalline",Transition-Metal-Exchanged Nanocrystalline ZSM-5 and,"Kaur, Balwinder; Tumma, Mahesh; Srivastava, Rajendra","Industrial & Engineering Chemistry Research (2013), 52(33), 11479-11487",158114-16-0,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-1112608,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']",,"green chemistry-catalyst, optimization study, optimized on catalyst,",Transition metal nanoparticles supported on mesoporous polyaniline,"Tumma, Mahesh; Srivastava, Rajendra","Catalysis Communications (2013), 3764-68","['7440-50-8', '25233-30-1']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-789348,1,4,100,"['9003-39-8', '7803-57-8', '16940-66-2']",7732-18-5,,"microwave irradiation (in stage 2), solid-supported catalyst (in stage",Copper nanoparticles embedded in metal-organic framework MIL-101(Cr) as a,"Wu, Fang; Qiu, Ling-Guang; Ke, Fei; Jiang, Xia","Inorganic Chemistry Communications (2013), 325-8","['3251-23-8', '869288-09-5']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-18756510,1,1,100,1333-74-0,7732-18-5,,"optimized on catalyst, catalyst loading and solvent, addition of naOH",Influence of modification of catalyst and solvent composition on the,"Merkin, A. A.; Korpatenkov, D. O.; Komarov, A. A.; Lefedova, O. V.","Izvestiya Vysshikh Uchebnykh Zavedenii, Khimiya i Khimicheskaya",7440-02-0,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-4417337,1,1,100,16940-66-2,7732-18-5,,"solid-supported catalyst, self-assembled silver nanoparticles on DNA",Formation of self-assembled Ag nanoparticles on DNA chains with enhanced,"Kundu, Subrata","Physical Chemistry Chemical Physics (2013), 15(33), 14107-14119",7440-22-4,DNA complexes,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-14315107,1,1,100,7803-57-8,"['64-17-5', '7732-18-5']",,"green chemistry-catalyst, solid-supported catalyst, 1.36wt% monodisperse",Size-controllable palladium nanoparticles immobilized on carbon,"Lu, Yong-Ming; Zhu, Hai-Zhou; Li, Wei-Gu; Hu, Bo; Yu, Shu-Hong",Journal of Materials Chemistry A: Materials for Energy and Sustainability,"['50-99-7', '7440-05-3', '7440-44-0', '13820-53-6']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-7951329,1,1,100,"['7782-44-7', '7803-57-8']","['64-17-5', '7732-18-5']",,"chemoselective, green chemistry-catalyst, solid-supported catalyst,",Selective hydrogenation of nitroaromatics by ceria nanorods,"Zhu, Hai-Zhou; Lu, Yong-Ming; Fan, Feng-Jia; Yu, Shu-Hong","Nanoscale (2013), 5(16), 7219-7223",1306-38-3,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-10564350,1,1,100,1333-74-0,64-17-5,,"solid-supported catalyst, catalyst on thiol-modified magnetic",Pd immobilized on thiol-modified magnetic nanoparticles: A complete,"Wang, Hai-Bo; Zhang, Yao-Heng; Zhang, Yu-Bin; Zhang, Feng-Wei; Niu,","Solid State Sciences (2012), 14(9), 1256-1262",7440-05-3,"3-mercaptopropionic acid-modified, reaction products with oleic",,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-4790214,1,1,100,540-69-2,7732-18-5,,"in the dark, photochemical, ozone-free xenon lamp (300 W) used, glass",A simple and highly efficient route for the preparation of,"Wu, Weiming; Liu, Guodong; Xie, Quanhua; Liang, Shijing; Zheng, Huarong;","Green Chemistry (2012), 14(6), 1705-1709",1306-23-6,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-9814942,1,1,100,1113-38-8,,,"in the dark (for 1 hour), photochemical (for 2.5 hours), nanocrystalline",Efficient visible-light-induced photocatalytic reduction of,"Wu, Weiming; Liu, Guodong; Liang, Shijing; Chen, Yan; Shen, Lijuan;","Journal of Catalysis (2012), 29013-17",12431-20-8,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-4113307,1,1,100,1333-74-0,108-88-3,,"catalyst prepared and used, autoclave used",Mixed lanthanide succinate-sulfate 3D MOFs: catalysts in nitroaromatic,"D'Vries, Richard F.; Iglesias, Marta; Snejko, Natalia; Alvarez-Garcia,","Journal of Materials Chemistry (2012), 22(3), 1191-1198",1351932-74-5,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-11039247,1,2,100,"['16940-66-2', '141-78-6']",7732-18-5,,"green chemistry, solid-supported catalyst, selective reduction, silver",Encapsulation of silver nanoparticles into graphite grafted with,"Rajesh, Rajendiran; Venkatesan, Rengarajan","Journal of Molecular Catalysis A: Chemical (2012), 35988-96","['80-62-6', '107-15-3', '7440-22-4', '7761-88-8', '7782-42-5', '26937-01-9', '142986-44-5']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-14675103,1,1,100,1333-74-0,7732-18-5,,"high pressure, autoclave used, alternative reaction conditions gave","A process for preparing 1,4-diaminobenzene","Yuan, Junxiu; Zhao, Siyuan; Dai, Jie; Jin, Hanqiang; Yang, Aijun; Wang,","China, CN102001951 A 2011-04-06",7440-02-0,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-6370618,1,1,100,"['141-53-7', '7664-93-9']",,,"solid-supported catalyst, palladium supported on a biopolymer matrix",Palladium supported on alginate/ionic liquid highly porous monoliths:,"Jouannin, C.; Dez, I.; Gaumont, A.-C.; Taulemesse, J.-M.; Vincent, T.;","Applied Catalysis, B: Environmental (2011), 103(3-4), 444-452","['7647-10-1', '9005-32-7', '374683-55-3']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-8117564,1,1,100,1333-74-0,67-56-1,,"chemoselective, solid-supported catalyst, dispersed platinum",A New Class of Heterogeneous Platinum Catalysts for the Chemoselective,"Pandarus, Valerica; Ciriminna, Rosaria; Beland, Francois; Pagliaro, Mario","Advanced Synthesis & Catalysis (2011), 353(8), 1306-1316",7440-06-4,sol-gel encapsulated,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-4483797,1,1,100,617-86-7,64-17-5,,alternatively reaction carried out for 30 minutes decreased yield,Palladium-catalyzed reduction of nitroaromatic compounds to the,"Mirza-Aghayan, Maryam; Boukherroub, Rabah; Rahimifard, Mahshid;","Applied Organometallic Chemistry (2010), 24(6), 477-480",7647-10-1,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-2859268,1,1,100,7803-57-8,67-56-1,,"solid-supported catalyst, polymer-supported nickel boride prepared and",Catalytic transfer hydrogenation of aromatic nitro compounds in presence,"Wen, Hongliang; Yao, Kaisheng; Zhang, Yingdan; Zhou, Zhiming; Kirschning,","Catalysis Communications (2009), 10(8), 1207-1211",12619-90-8,polymer-supported,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-8311305,1,1,100,1333-74-0,7732-18-5,,"chemoselective, high pressure, alternative reaction conditions gave lower",Superior performance of a nanostructured platinum catalyst in water:,"Maity, Prasenjit; Basu, Susmit; Bhaduri, Sumit; Lahiri, Goutam Kumar","Advanced Synthesis & Catalysis (2007), 349(11+12), 1955-1962",1018970-26-7,reaction products with poly(diallyldimethylammonium chloride),,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-11467469,1,1,100,1310-58-3,67-63-0,General/Typical Procedure: General Procedures for the Reduction of,alternative preparation shown,Synthesis of Iridium Pyridinyl N-Heterocyclic Carbene Complexes and Their,"Wang, Chao-Yu; Fu, Ching-Feng; Liu, Yi-Hong; Peng, Shei-Ming; Liu,","Inorganic Chemistry (2007), 46(14), 5779-5786",945536-67-4,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-522-CAS-13952235,1,1,100,1333-74-0,67-56-1,,"optimization study, optimized on time, temperature and concentration of",Study on chitosan-grafted benzo-18-crown-6 supported palladium chloride,"Ma, Shu-lan; Wang, Yu-ting; Li, Pei-xia; Peng, Qi; Zhang, Wei-an","Wuhan Daxue Xuebao, Lixueban (2005), 51(2), 195-198","['7440-05-3', '9012-76-4', '14098-24-9']","['complex with chitosan grafted benzo-18-crown-6', 'grafted with benzo-18-crown-6, palladium complex', 'chitosan grafted, palladium complex']",,
O=[N+]([O-])c1ccc(Cl)cc1,C1CCNCC1.O=[N+]([O-])c1ccc(N2CCCCC2)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>C1CCNCC1.O=[N+]([O-])c1ccc(N2CCCCC2)cc1,"['100-00-5', '110-89-4']",6574-15-8,31-172-CAS-7367798,1,1,100,584-08-7,67-68-5,"Sonochemical reaction Potassium carbonate (2.9 g, 20mmol) was added to",optimization study,Study of Ultrasound Promoted Aromatic Nucleophilic Substitution of,"Meciarova, Maria; Toma, Stefan; Podlesna, Jana; Kiripolsky, Michal;","Monatshefte fuer Chemie (2003), 134(1), 37-43",,,,
O=[N+]([O-])c1ccc(O)cc1,O=Cc1ccccc1.Oc1ccc(NCc2ccccc2)cc1,O=[N+]([O-])c1ccc(O)cc1>>O=Cc1ccccc1.Oc1ccc(NCc2ccccc2)cc1,"['100-02-7', '100-52-7']",103-14-0,31-313-CAS-17181610,1,1,100,"['630-08-0', '7732-18-5']",,,"green chemistry, high pressure, solid-supported catalyst, nitrogen-doped",One-pot reductive amination of carbonyl compounds with nitro compounds,"Zhou, Peng; Yu, Changlin; Jiang, Liang; Lv, Kangle; Zhang, Zehui","Journal of Catalysis (2017), 352264-273",7440-48-4,nitrogen-doped carbon supported,,
O=[N+]([O-])c1ccc(O)cc1,O=Cc1ccccc1.Oc1ccc(NCc2ccccc2)cc1,O=[N+]([O-])c1ccc(O)cc1>>O=Cc1ccccc1.Oc1ccc(NCc2ccccc2)cc1,"['100-02-7', '100-52-7']",103-14-0,31-313-CAS-17181392,1,1,100,64-18-6,109-99-9,,"green chemistry, solid-supported catalyst, thermal, catalyst prepared and",A versatile cobalt catalyst for the reductive amination of carbonyl,"Zhou, Peng; Zhang, Zehui; Jiang, Liang; Yu, Changlin; Lv, Kangle; Sun,","Applied Catalysis, B: Environmental (2017), 210522-532","['7440-48-4', '46201-07-4']",,,
