Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:CAT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:RGT:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:CAT:AMD
CCCCC=O,O=[N+]([O-])/C=C/c1cccc(Br)c1.CCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1cccc(Br)c1,CCCCC=O>>O=[N+]([O-])/C=C/c1cccc(Br)c1.CCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1cccc(Br)c1,"['110-62-3', '115665-95-7']",1788091-07-5,31-254-CAS-17320773,1,2,100,2114353-81-8,108-87-2,"stereoselective, ee of syn 84%, syn:anti 93:7, catalyst prepared and",Synthesis of new pyrrolidine-based organocatalysts and study of their use,"Castan, Alejandro; Badorrey, Ramon; Galvez, Jose A.; Diaz-de-Villegas,","Beilstein Journal of Organic Chemistry (2017), 13612-619",,,
CCCCC=O,CCSC(=O)/C=C/C(=O)OC(C)(C)C.CCC[C@H](C=O)[C@@H](CC(=O)SCC)C(=O)OC(C)(C)C,CCCCC=O>>CCSC(=O)/C=C/C(=O)OC(C)(C)C.CCC[C@H](C=O)[C@@H](CC(=O)SCC)C(=O)OC(C)(C)C,"['110-62-3', '1214273-78-5']",1214273-69-4,31-254-CAS-2761039,1,1,100,"['64-19-7', '943757-71-9']",67-56-1,"stereoselective, >99% ee (syn-isomer), 90:10 syn:anti, Michael addition",Enantioselective organocatalytic conjugate addition of aldehydes to,"Zhu, Shaolin; Wang, You; Ma, Dawei","Advanced Synthesis & Catalysis (2009), 351(16), 2563-2566",,,
C=C(/C=C/N(C)C)O[Si](C)(C)C(C)(C)C,O=C(NCCCC1=CCCC1=O)OCc1ccccc1.[H][C@]12CCC(=O)[C@@]1(CCCNC(=O)OCc1ccccc1)C=CC(=O)C2,C=C(/C=C/N(C)C)O[Si](C)(C)C(C)(C)C>>O=C(NCCCC1=CCCC1=O)OCc1ccccc1.[H][C@]12CCC(=O)[C@@]1(CCCNC(=O)OCc1ccccc1)C=CC(=O)C2,"['194233-66-4', '1639419-59-2']",1639419-60-5,31-254-CAS-15211067,1,3,100,,"['109-99-9', '7732-18-5']","stereoselective, Diels-Alder reaction, no solvent (stage 1)","Total synthesis of (±)-lycoposerramine-R, a novel skeletal type of","Ishida, Hiroaki; Kimura, Shinya; Kogure, Noriyuki; Kitajima, Mariko;","Tetrahedron (2015), 71(1), 51-56","['128-37-0', '7647-01-0', '144-55-8']",,
N#CCC#N,O=C(/C=C/c1ccccc1)c1ccccc1.N#CC(C#N)C(CC(=O)c1ccccc1)c1ccccc1,N#CCC#N>>O=C(/C=C/c1ccccc1)c1ccccc1.N#CC(C#N)C(CC(=O)c1ccccc1)c1ccccc1,"['109-77-3', '614-47-1']",77609-06-4,31-254-CAS-9538278,1,1,100,7440-05-3,67-56-1,Michael addition,Study on the Pd/C-Catalyzed (Retro-)Michael Addition Reaction of,"Nikishkin, Nicolai I.; Huskens, Jurriaan; Verboom, Willem","European Journal of Organic Chemistry (2010), (35), 6820-6823",,,
N#CCC#N,O=C(/C=C/c1ccccc1)c1ccccc1.N#CC(C#N)C(CC(=O)c1ccccc1)c1ccccc1,N#CCC#N>>O=C(/C=C/c1ccccc1)c1ccccc1.N#CC(C#N)C(CC(=O)c1ccccc1)c1ccccc1,"['109-77-3', '614-47-1']",77609-06-4,31-254-CAS-8270025,1,1,100,1118049-53-8,107-06-2,"stereoselective, ee = 2%, Michael addition",Synthesis and evaluation of guanidinyl pyrrolidines as bifunctional,"Pansare, Sunil V.; Lingampally, Rajinikanth","Organic & Biomolecular Chemistry (2009), 7(2), 319-324",,,
CCOC(=O)C=CCS[C@H](C[N+](=O)[O-])c1ccccc1,CCOC(=O)C[C@@H]1CS[C@@H](c2ccccc2)[C@@H]1[N+](=O)[O-],CCOC(=O)C=CCS[C@H](C[N+](=O)[O-])c1ccccc1>>CCOC(=O)C[C@@H]1CS[C@@H](c2ccccc2)[C@@H]1[N+](=O)[O-],1268326-22-2,1268326-24-4,31-254-CAS-2210228,1,1,100,851477-20-8,67-66-3,"stereoselective, Michael reaction, 12:1 dr (93% ee, reactant 84% ee)",Interplay of Direct Stereocontrol and Dynamic Kinetic Resolution in a,"Yu, Chenguang; Zhang, Yinan; Song, Aiguo; Ji, Yafei; Wang, Wei","Chemistry - A European Journal (2011), 17(3), 770-774, S770/1-S770/45",,,
CC1(C)OC(=O)CC(=O)O1,O=[N+]([O-])/C=C/c1ccccc1.CC1(C)OC(=O)C(C(C[N+](=O)[O-])c2ccccc2)C(=O)O1,CC1(C)OC(=O)CC(=O)O1>>O=[N+]([O-])/C=C/c1ccccc1.CC1(C)OC(=O)C(C(C[N+](=O)[O-])c2ccccc2)C(=O)O1,"['2033-24-1', '5153-67-3']",864294-75-7,31-254-CAS-5364442,1,1,100,1224046-56-3,108-88-3,"regioselective, Michael addition, optimization study, optimized on","Thiourea derivatives of Troger's base: synthesis, enantioseparation and","Didier, Delphine; Sergeyev, Sergey","ARKIVOC (Gainesville, FL, United States) (2009), (14), 124-134",,,
C[N+](=O)[O-],CCOC(=O)C=Cc1cc(F)cc(F)c1.CCOC(=O)CC(C[N+](=O)[O-])c1cc(F)cc(F)c1,C[N+](=O)[O-]>>CCOC(=O)C=Cc1cc(F)cc(F)c1.CCOC(=O)CC(C[N+](=O)[O-])c1cc(F)cc(F)c1,"['75-52-5', '163978-50-5']",1629871-71-1,31-254-CAS-20157160,1,2,100,6674-22-2,"['75-52-5', '7732-18-5']",Michael addition,Synthesis and in Vivo Evaluation of a Novel PET Radiotracer for Imaging,"Li, Songye; Cai, Zhengxin; Wu, Xiaoai; Holden, Daniel; Pracitto, Richard;","ACS Chemical Neuroscience (2019), 10(3), 1544-1554",7647-01-0,,
C=CCCCCCCCCC=O,O=[N+]([O-])/C=C/c1ccccc1.C=CCCCCCCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,C=CCCCCCCCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C=CCCCCCCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['112-45-8', '5153-67-3']",1262281-23-1,31-254-CAS-18392782,1,2,100,2173591-27-8,108-88-3,"stereoselective, ee (92%), syn:anti = 97:3, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
C=CCCCCCCCCC=O,O=[N+]([O-])/C=C/c1ccccc1.C=CCCCCCCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,C=CCCCCCCCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.C=CCCCCCCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['112-45-8', '5153-67-3']",1262281-23-1,31-254-CAS-17320754,1,2,100,2114353-81-8,108-87-2,"stereoselective, Michael addition, catalyst prepared and used, syn:anti",Synthesis of new pyrrolidine-based organocatalysts and study of their use,"Castan, Alejandro; Badorrey, Ramon; Galvez, Jose A.; Diaz-de-Villegas,","Beilstein Journal of Organic Chemistry (2017), 13612-619",,,
CC1=CCCC1=O,C=C(/C=C/OC)O[Si](C)(C)C.[H][C@@]12CCC(=O)[C@]1(C)C=CC(=O)C2,CC1=CCCC1=O>>C=C(/C=C/OC)O[Si](C)(C)C.[H][C@@]12CCC(=O)[C@]1(C)C=CC(=O)C2,"['1120-73-6', '54125-02-9']",323180-06-9,31-254-CAS-6958986,1,3,100,109-63-7,"['75-09-2', '7732-18-5']","regioselective, stereoselective, Schlenk flask used, optimization study,",Lewis acid-catalyzed Diels-Alder reaction of 2-cyclopentenones with,"Krebs, Michael; Laschat, Sabine","ARKIVOC (Gainesville, FL, United States) (2012), (3), 5-19",7647-01-0,,
COC(=O)CC(=O)OC,CCOc1cc(F)c(/C=C/[N+](=O)[O-])c(F)c1.CCOc1cc(F)c([C@H](C[N+](=O)[O-])C(C(=O)OC)C(=O)OC)c(F)c1,COC(=O)CC(=O)OC>>CCOc1cc(F)c(/C=C/[N+](=O)[O-])c(F)c1.CCOc1cc(F)c([C@H](C[N+](=O)[O-])C(C(=O)OC)C(=O)OC)c(F)c1,"['108-59-8', '1784746-81-1']",1784747-15-4,31-254-CAS-22877488,1,1,100,941321-22-8,108-88-3,"catalyst prepared and used, stereoselective",Preparation of N-(nitrogen-containing polycyclic,"Ninomiya, Akishi; Imura, Yuki; Akaza, Hiroto; Komori, Kenichi; Nishikawa,","Japan, JP2020015664 A 2020-01-30",,,
COC(=O)CC(=O)OC,CCOc1cc(F)c(/C=C/[N+](=O)[O-])c(F)c1.CCOc1cc(F)c([C@H](C[N+](=O)[O-])C(C(=O)OC)C(=O)OC)c(F)c1,COC(=O)CC(=O)OC>>CCOc1cc(F)c(/C=C/[N+](=O)[O-])c(F)c1.CCOc1cc(F)c([C@H](C[N+](=O)[O-])C(C(=O)OC)C(=O)OC)c(F)c1,"['108-59-8', '1784746-81-1']",1784747-15-4,31-254-CAS-19129014,1,1,100,941321-22-8,108-88-3,"stereoselective, catalyst prepared and used",Preparation of N-(nitrogen-containing polycyclic,"Ninomiya, Akishi; Imura, Yuuki; Akaza, Hiroto; Komori, Ken-Ichi;","World Intellectual Property Organization, WO2018092916 A1 2018-05-24",,,
CCOC(=O)C1CCCC1=O,O=[N+]([O-])/C=C/c1ccccc1.CCOC(=O)[C@@]1([C@H](C[N+](=O)[O-])c2ccccc2)CCCC1=O,CCOC(=O)C1CCCC1=O>>O=[N+]([O-])/C=C/c1ccccc1.CCOC(=O)[C@@]1([C@H](C[N+](=O)[O-])c2ccccc2)CCCC1=O,"['611-10-9', '5153-67-3']",1505491-42-8,31-614-CAS-35765535,1,1,100,2914974-29-9,109-99-9,"stereoselective, catalyst prepared and used, Schlenk tube used, dr 92:8,",A Practical and Robust Zwitterionic Cooperative Lewis,"Hans, Andreas C.; Becker, Patrick M.; Haussmann, Johanna; Suhr, Simon;","Angewandte Chemie, International Edition (2023), 62(13), e202217519",920-66-1,,
O=[N+]([O-])Cc1ccccc1,C=CC(=O)OC.COC(=O)CCC(c1ccccc1)[N+](=O)[O-],O=[N+]([O-])Cc1ccccc1>>C=CC(=O)OC.COC(=O)CCC(c1ccccc1)[N+](=O)[O-],"['622-42-4', '96-33-3']",22049-87-2,31-614-CAS-40678219,1,2,100,,75-05-8,"regioselective, Michael addition",Development of Noncovalent Small-Molecule Keap1-Nrf2 Inhibitors by,"Narayanan, Dilip; Tran, Kim T.; Pallesen, Jakob S.; Solbak, Sara M. Oe.;","Journal of Medicinal Chemistry (2022), 65(21), 14481-14526",6674-22-2,,
CCOC(=O)C(C)C(=O)OCC,O=[N+]([O-])/C=C/c1ccccc1.CCOC(=O)C(C)(C(=O)OCC)C(C[N+](=O)[O-])c1ccccc1,CCOC(=O)C(C)C(=O)OCC>>O=[N+]([O-])/C=C/c1ccccc1.CCOC(=O)C(C)(C(=O)OCC)C(C[N+](=O)[O-])c1ccccc1,"['609-08-5', '5153-67-3']",478919-17-4,31-254-CAS-4412795,1,3,100,"['263013-20-3', '410092-98-7']","['108-88-3', '7732-18-5']","green chemistry-catalyst, stereoselective, mol. sieves used, 87% ee,",Chiral calcium catalysts with neutral coordinative ligands:,"Tsubogo, Tetsu; Yamashita, Yasuhiro; Kobayashi, Shu","Angewandte Chemie, International Edition (2009), 48(48), 9117-9120,",12125-02-9,,
C=CC#N,CCOC(=O)C1CCCC1=O.CCOC(=O)C1(CCC#N)CCCC1=O,C=CC#N>>CCOC(=O)C1CCCC1=O.CCOC(=O)C1(CCC#N)CCCC1=O,"['107-13-1', '611-10-9']",4668-82-0,31-254-CAS-14803736,1,1,100,1135604-87-3,67-66-3,"regioselective, Michael addition, optimization study, optimized on",Rare [(NHC)2Ni-OH]-type terminal nickel hydroxo and [(NHC)2Ni]-type,"Samantaray, Manoja K.; Shaikh, Mobin M.; Ghosh, Prasenjit","Organometallics (2009), 28(7), 2267-2275",7782-44-7,General/Typical Procedure: General Procedure for the Michael Reaction. In,
CC(=O)c1ccccc1,O=[N+]([O-])/C=C/c1ccccc1.O=C(C[C@H](C[N+](=O)[O-])c1ccccc1)c1ccccc1,CC(=O)c1ccccc1>>O=[N+]([O-])/C=C/c1ccccc1.O=C(C[C@H](C[N+](=O)[O-])c1ccccc1)c1ccccc1,"['98-86-2', '5153-67-3']",68047-61-0,31-254-CAS-8548274,1,1,100,1370418-69-1,75-09-2,"regioselective, stereoselective, Michael reaction, catalyst prepared and",Primary amine-thioureas with improved catalytic properties for,"Tsakos, Michail; Kokotos, Christoforos G.; Kokotos, George","Advanced Synthesis & Catalysis (2012), 354(4), 740-746",,,
COC(=O)C1OC(=O)c2ccccc21,O=C(/C=C/c1ccc(Cl)cc1)c1ccccc1.COC(=O)[C@]1([C@H](CC(=O)c2ccccc2)c2ccc(Cl)cc2)OC(=O)c2ccccc21,COC(=O)C1OC(=O)c2ccccc21>>O=C(/C=C/c1ccc(Cl)cc1)c1ccccc1.COC(=O)[C@]1([C@H](CC(=O)c2ccccc2)c2ccc(Cl)cc2)OC(=O)c2ccccc21,"['18835-36-4', '22252-16-0']",123456-37-1,31-254-CAS-10079144,1,1,100,,108-88-3,tertiary amine-catalyzed,the chemistry of phthalidecarboxylic acid. IV. Michael additions to,"Heisler, Teresa; Janowski, Wit K.; Prager, Rolf H.; Thompson, Malcolm J.","Australian Journal of Chemistry (1989), 42(1), 37-47",,,
CCCCCCCC=O,O=[N+]([O-])/C=C/c1ccccc1.CCCCCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,CCCCCCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.CCCCCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccccc1,"['124-13-0', '5153-67-3']",1046494-41-0,31-254-CAS-18392780,1,2,100,2173591-27-8,108-88-3,"stereoselective, ee (93%), syn:anti = 93:7, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
C=C(Cl)C#N,CCOC(=O)C(C#N)c1ccc2ccccc2c1.CCOC(=O)[C@](C#N)(C[C@H](Cl)C#N)c1ccc2ccccc2c1,C=C(Cl)C#N>>CCOC(=O)C(C#N)c1ccc2ccccc2c1.CCOC(=O)[C@](C#N)(C[C@H](Cl)C#N)c1ccc2ccccc2c1,"['920-37-6', '102276-86-8']",927824-39-3,31-254-CAS-10162254,1,1,100,934295-94-0,108-88-3,"stereoselective, 95% ee, Michael addition",Asymmetric carbon-carbon-bond-forming reactions catalyzed by bifunctional,"Deng, Li; Li, Hongming; Wang, Yi; Wu, Fanghui","United States, US20070083049 A1 2007-04-12",,General/Typical Procedure: General Procedure for the Asymmetric Conjugate,
O=C1CCOCC1,O=[N+]([O-])/C=C/c1cccc([N+](=O)[O-])c1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2cccc([N+](=O)[O-])c2)COCCC1=O,O=C1CCOCC1>>O=[N+]([O-])/C=C/c1cccc([N+](=O)[O-])c1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2cccc([N+](=O)[O-])c2)COCCC1=O,"['29943-42-8', '34441-47-9']",767291-17-8,31-254-CAS-11542683,1,1,100,33878-70-5,"['64-17-5', '67-63-0']","stereoselective, 54% ee",5-Pyrrolidin-2-yltetrazole as an asymmetric organocatalyst for the,"Cobb, Alexander J. A.; Longbottom, Deborah A.; Shaw, David M.; Ley,","Chemical Communications (Cambridge, United Kingdom) (2004), (16),",,,
O=C(/C=C/c1ccccc1)c1ccccc1,CCOC(=O)C[N+](=O)[O-].CCOC(=O)C([C@H](CC(=O)c1ccccc1)c1ccccc1)[N+](=O)[O-],O=C(/C=C/c1ccccc1)c1ccccc1>>CCOC(=O)C[N+](=O)[O-].CCOC(=O)C([C@H](CC(=O)c1ccccc1)c1ccccc1)[N+](=O)[O-],"['614-47-1', '626-35-7']",914248-17-2,31-254-CAS-8970862,1,1,100,1048692-50-7,,"chemoselective, stereoselective, lower temperature gave lower yield, no","Enantioselective Conjugate Addition of Nitro Compounds to α,β-Unsaturated","Manzano, Ruben; Andres, Jose M.; Alvarez, Rosana; Muruzabal, Maria D.; de","Chemistry - A European Journal (2011), 17(21), 5931-5938,",,,
C=CC(=O)OC,CCOC(=O)C1CCCC1=O.CCOC(=O)C1(CCC(=O)OC)CCCC1=O,C=CC(=O)OC>>CCOC(=O)C1CCCC1=O.CCOC(=O)C1(CCC(=O)OC)CCCC1=O,"['96-33-3', '611-10-9']",177664-80-1,31-254-CAS-2720106,1,1,100,1135604-87-3,67-66-3,"regioselective, Michael addition, optimization study, optimized on",Rare [(NHC)2Ni-OH]-type terminal nickel hydroxo and [(NHC)2Ni]-type,"Samantaray, Manoja K.; Shaikh, Mobin M.; Ghosh, Prasenjit","Organometallics (2009), 28(7), 2267-2275",7782-44-7,General/Typical Procedure: General Procedure for the Michael Reaction. In,
COC(=O)CC(=O)OC,O=[N+]([O-])/C=C/c1cccc2ccccc12.COC(=O)C(C(=O)OC)[C@@H](C[N+](=O)[O-])c1cccc2ccccc12,COC(=O)CC(=O)OC>>O=[N+]([O-])/C=C/c1cccc2ccccc12.COC(=O)C(C(=O)OC)[C@@H](C[N+](=O)[O-])c1cccc2ccccc12,"['108-59-8', '37630-26-5']",761434-59-7,31-254-CAS-2313061,1,1,100,1256161-58-6,109-99-9,"stereoselective, ee -93%","Chiral diquinine or diquinidine catalyst, its synthesis and application","Lin, Guoqiang; Li, Fei; Tian, Ping; Xu, Minghua; Jia, Zhenshan","China, CN101869846 A 2010-10-27",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)CCCCC1=O,"['108-94-1', '5576-98-7']",949105-89-9,31-254-CAS-2202462,1,1,100,1307885-08-0,"['109-99-9', '7732-18-5']","regioselective, stereoselective, ee 97%, Michael reaction",Preparation of pyrimidine derivatives as chiral catalysts for asymmetric,"Kokotos, George; Kokotos, Christoforos; Limnios, Dimitrios","European Patent Organization, EP2366700 A1 2011-09-21",62-23-7,This example demonstrates the efficacy of compound 3a in a Michael,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)CCCCC1=O,"['108-94-1', '5576-98-7']",949105-89-9,31-254-CAS-10662705,1,1,100,"['62-23-7', '7732-18-5', '1307885-08-0']",109-99-9,"regioselective, stereoselective, asymmetric Michael addition, 97:3",Novel pyrrolidine-thiohydantoins/thioxotetrahydropyrimidinones as highly,"Kokotos, Christoforos G.; Limnios, Dimitris; Triggidou, Despoina;","Organic & Biomolecular Chemistry (2011), 9(9), 3386-3395",,,
O=C1CCCCC1,O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)CCCCC1=O,O=C1CCCCC1>>O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1.[H][C@@]1([C@@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)CCCCC1=O,"['108-94-1', '5576-98-7']",949105-89-9,31-254-CAS-2121890,1,2,100,"['62-23-7', '1167989-53-8']",7732-18-5,"regioselective, stereoselective, Michael addition",Highly enantioselective Michael addition reactions in water catalyzed by,"Chuan, Yongming; Chen, Guihua; Peng, Yungui","Tetrahedron Letters (2009), 50(25), 3054-3058",,,polymer-supported
CCOC(=O)CC(C)=O,CCOC(=O)C(=CC1CCCCC1)C(C)=O.CCOC(=O)C(C(C)=O)C(C1CCCCC1)C(C(C)=O)C(=O)OCC,CCOC(=O)CC(C)=O>>CCOC(=O)C(=CC1CCCCC1)C(C)=O.CCOC(=O)C(C(C)=O)C(C1CCCCC1)C(C(C)=O)C(=O)OCC,"['141-97-9', '89082-76-8']",1447846-78-7,31-254-CAS-7890213,1,1,100,1562093-07-5,,Knoevenagel condensation,A novel nickel metal-organic framework with fluorite-like structure: gas,"Almasi, Miroslav; Zelenak, Vladimir; Opanasenko, Maksym; Cejka, Jiri","Dalton Transactions (2014), 43(9), 3730-3738",,,
C=C(C)c1ccccc1,CC(=O)CC(C)=O.CC(=O)C1=C(C)OC(C)(c2ccccc2)C1,C=C(C)c1ccccc1>>CC(=O)CC(C)=O.CC(=O)C1=C(C)OC(C)(c2ccccc2)C1,"['98-83-9', '123-54-6']",54023-32-4,31-254-CAS-11689727,1,1,100,993-02-2,64-19-7,"regioselective, alternative reaction conditions (in the absence of",On the use of GK 26 β-cyclodextrins as molecular reactors for the radical,"Johnson, Anne E.; Zhang, Shengmiao; Chen, Jianding; Perchyonok, V. Tamara","Current Organic Chemistry (2009), 13(17), 1746-1750",7585-39-9,,
C=C(C)c1ccccc1,CC(=O)CC(C)=O.CC(=O)C1=C(C)OC(C)(c2ccccc2)C1,C=C(C)c1ccccc1>>CC(=O)CC(C)=O.CC(=O)C1=C(C)OC(C)(c2ccccc2)C1,"['98-83-9', '123-54-6']",54023-32-4,31-254-CAS-14410429,1,1,100,,64-19-7,"regioselective, Mn(OAc)3/AcOH, 45 C/10 min., Alkylation, C-Alkylation,",Carbon-carbon bond-forming reactions promoted by trivalent manganese,"Melikyan, Gagik G.","Organic Reactions (Hoboken, NJ, United States) (1997), 49No pp. given","['64-19-7', '993-02-2']",,
C=CC#N,O=CC1CC2C=CC1C2.N#CCCC1(C=O)CC2C=CC1C2,C=CC#N>>O=CC1CC2C=CC1C2.N#CCCC1(C=O)CC2C=CC1C2,"['107-13-1', '5453-80-5']",91132-19-3,31-254-CAS-18992891,1,2,100,865-47-4,"['75-65-0', '108-88-3']",alternate methods may be used,Continuous synthesizing method of 2-cyanoethyl-5-norbornene-2-aldehyde,"Zhang, Jing","China, CN107954900 A 2018-04-24",79-09-4,,
CCOC(=O)C(CCCC#Cc1ccccc1)C(C)=O,CCOC(=O)C1(C(C)=O)CCC/C1=C\c1ccccc1,CCOC(=O)C(CCCC#Cc1ccccc1)C(C)=O>>CCOC(=O)C1(C(C)=O)CCC/C1=C\c1ccccc1,1219806-88-8,1219806-92-4,31-254-CAS-15018437,1,1,100,7646-85-7,,"Conia-ene reaction, no solvent","General Zinc-Catalyzed Conia-Ene Reactions of 1,3-Dicarbonyl Compounds","Deng, Chen-Liang; Song, Ren-Jie; Liu, Yi-Lin; Li, Jin-Heng","Advanced Synthesis & Catalysis (2009), 351(18), 3096-3100",,,
CCOC(=O)CC#N,CC=C(C(=O)OCC)C(=O)OCC.CCOC(=O)C(C#N)C(C)C(C(=O)OCC)C(=O)OCC,CCOC(=O)CC#N>>CC=C(C(=O)OCC)C(=O)OCC.CCOC(=O)C(C#N)C(C)C(C(=O)OCC)C(=O)OCC,"['105-56-6', '1462-12-0']",121730-78-7,31-254-CAS-16952744,1,1,100,161618-92-4,109-99-9,"Michael addition, optimization study, optimized on catalyst, catalyst",Phosphorus-Containing Dendrimers and Their Transition Metal Complexes as,"Maraval, Valerie; Laurent, Regis; Caminade, Anne-Marie; Majoral,","Organometallics (2000), 19(20), 4025-4029",,,"diphenylphosphine terminated, ruthenium and palladium complexes"
O=C1CCCC1C(=O)OCc1ccccc1,C=CC(C)=O.CC(=O)CCC1(C(=O)OCc2ccccc2)CCCC1=O,O=C1CCCC1C(=O)OCc1ccccc1>>C=CC(C)=O.CC(=O)CCC1(C(=O)OCc2ccccc2)CCCC1=O,"['112207-03-1', '78-94-4']",267412-11-3,31-254-CAS-7875545,1,4,100,"['17950-40-2', '174677-80-6']",75-09-2,"stereoselective, Michael addition, decane as internal standard added in","Acidic ruthenium PNNP complexes of non-enolized 1,3-dicarbonyl compounds","Santoro, Francesco; Althaus, Martin; Bonaccorsi, Cristina; Gischig,","Organometallics (2008), 27(15), 3866-3878",26042-63-7,"General/Typical Procedure: Complex 1 (30 mg, 36μmol, 5 mol %) and",
O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1,COC(=O)C1C(=O)N(Cc2ccccc2)c2ccccc21.COC(=O)c1c(O)n(Cc2ccccc2)c2ccccc12.COC(=O)[C@]1([C@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)C(=O)N(Cc2ccccc2)c2ccccc21,O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])cc1>>COC(=O)C1C(=O)N(Cc2ccccc2)c2ccccc21.COC(=O)c1c(O)n(Cc2ccccc2)c2ccccc12.COC(=O)[C@]1([C@H](C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)C(=O)N(Cc2ccccc2)c2ccccc21,"['5576-98-7', '1670266-38-2', '3055571-31-5']",3055571-49-5,31-614-CAS-42083799,1,1,100,"['65-85-0', '3055571-24-6']",75-09-2,"stereoselective (dr = 81:19, er = 92:8), Michael addition, catalyst",New Entries in Organocatalysts from an Alkaloid Library; Development of,"Yamanishi, Kyosuke; Ashihara, Gin; Shiomi, Shinya; Harada, Shingo;","Journal of the American Chemical Society (2024), 146(39), 27152-27160",,,
CC(C)[N+](=O)[O-],CC(=O)/C=C/c1ccccc1.CC(=O)C[C@H](c1ccccc1)C(C)(C)[N+](=O)[O-],CC(C)[N+](=O)[O-]>>CC(=O)/C=C/c1ccccc1.CC(=O)C[C@H](c1ccccc1)C(C)(C)[N+](=O)[O-],"['79-46-9', '1896-62-4']",484001-66-3,31-254-CAS-9215805,1,1,100,147-85-3,,"yield depends on cat., no solvent",Organocatalytic Asymmetric Conjugate Addition of Nitroalkanes to,"Halland, Nis; Hazell, Rita G.; Jorgensen, Karl Anker","Journal of Organic Chemistry (2002), 67(24), 8331-8338",,"General Procedure for the Catalytic Asymmetric Michael Addition to α,β",
C=CC(C)=O,CC(=O)C1CCCC1=O.CC(=O)CCC1(C(C)=O)CCCC1=O,C=CC(C)=O>>CC(=O)C1CCCC1=O.CC(=O)CCC1(C(C)=O)CCCC1=O,"['78-94-4', '1670-46-8']",191793-21-2,31-254-CAS-11837318,1,1,100,1135604-93-1,67-66-3,"regioselective, Michael addition, optimization study, optimized on",Rare [(NHC)2Ni-OH]-type terminal nickel hydroxo and [(NHC)2Ni]-type,"Samantaray, Manoja K.; Shaikh, Mobin M.; Ghosh, Prasenjit","Organometallics (2009), 28(7), 2267-2275",7782-44-7,General/Typical Procedure: General Procedure for the Michael Reaction. In,
